background,sample,bg_dSbird,bg_dLbird,bg_dSbee,bg_dLbee
leaf,132-005,12.393101139380946,6.9314295,6.764225942730137,7.5589472
leaf,132-007,12.141537370676271,7.5180502,8.263399972656078,3.9884298
leaf,132-009,11.553434207894789,7.7837247,6.885658214117971,5.3520797
leaf,132-010,9.496899145951115,8.2167924,8.117845519772855,0.8314804
leaf,132-011,6.742058638246136,11.5787526,7.420272211751762,6.4854815
leaf,132-012,8.34087823319473,8.9870818,8.86291213161859,1.4978369
leaf,132-014,9.176988226874641,6.4494321,8.65958378208478,0.4257564
leaf,132-015,9.286611421453426,9.2194948,8.895501521057797,0.1616121
leaf,132-016,10.46887572430767,9.3101291,6.9699040360544124,1.9414757
leaf,132-017,9.983442566930469,7.828844,8.31449083381679,0.7350566
leaf,132-018,9.28667373927103,8.1593953,7.6233516903013205,0.3284084
leaf,132-019,7.33652604600859,3.5643755,8.726866455010104,0.3099232
leaf,132-020,7.793872340619203,6.0703543,8.126122904626879,0.2284403
leaf,132-021,7.225856912026465,10.4411478,8.246844832483093,3.8950773
leaf,132-022,5.680404448334495,11.1104828,7.715582267150245,6.9417328
leaf,132-023,6.405330683090515,14.4561466,6.839981367487434,8.1988266
leaf,132-024,8.165434384290453,8.6207402,7.8298455439182595,2.1275439
leaf,132-025,7.415649363357593,12.6095331,6.980726309553115,4.8957488
leaf,132-026,5.806240666160931,11.0980994,6.36880341242878,7.2055775
leaf,132-027,10.192946748042637,7.5306386,8.104871320450618,2.4237039
leaf,132-028,6.436277663178423,10.7461718,6.719678940009727,5.6331673
leaf,132-029,8.600349797187954,10.3252984,7.712564524689994,2.3404406
leaf,132-030,10.471209136918533,8.553725,7.7648920736354325,1.5924505
leaf,132-031,10.42981668736481,8.5467391,7.768374201204292,2.0389514
leaf,132-032,11.109747976837644,8.3208397,7.245248147145613,4.0991034
leaf,132-033,8.929043876868874,6.6223718,8.269502418406459,0.2116361
leaf,132-034,11.457447944169644,8.6782436,7.4527659273153555,4.5219961
leaf,132-035,6.376942363884322,9.5283963,8.228791232899068,4.4684183
leaf,132-037,10.174961107604775,6.3988266,8.14520147207371,3.6052404
leaf,132-038,11.115998484245193,6.6873761,7.904672521698384,4.6368386
leaf,132-039,11.096453147237257,7.5065185,7.992803734682073,3.2547609
leaf,132-040,11.503253349024995,6.0751568,8.196989148383192,5.5948243
leaf,132-041,6.1740954803106876,11.03319,8.17055356510287,5.3002909
leaf,132-042,8.902710533646113,11.2991802,7.032614360230704,3.1143955
leaf,132-043,9.089838659494633,3.4383728,7.551056505966796,3.7249012
leaf,132-044,10.855350109591459,6.8755084,7.421017691548817,5.2091987
leaf,132-045,11.460979407100679,9.9924123,7.4644381872461265,2.6460117
leaf,132-046,9.929578102584838,9.9701335,7.698955980002441,0.7713199
leaf,132-047,8.321852668691777,10.9715718,8.251005542471146,2.870382
leaf,132-048,12.340146472657059,9.5866942,7.867646594710913,4.3095643
leaf,132-049,9.698861615308925,11.4969589,7.479658751234158,0.9727163
leaf,132-050,11.352337666408259,9.0781577,7.850469725075526,3.6215955
leaf,132-051,9.035061042114291,7.8288192,6.709069281203842,0.6540335
leaf,132-052,11.858897099298304,6.728749,6.610244080276464,6.6849959
leaf,132-053,9.663857055278623,4.3638132,7.430070902977796,4.9553703
leaf,132-054,9.860056871672809,9.4025432,8.02623716011845,0.3001064
leaf,132-055,11.955638910196717,9.3314758,7.171073653715154,4.0793542
leaf,132-056,8.484150252599365,11.1431561,6.975556482232536,2.4343242
leaf,132-057,10.649559188946037,6.3235957,6.7548280124851035,4.7319031
leaf,132-058,7.958479069831685,8.739662,8.430730786818334,1.2270928
leaf,132-059,8.766264195084625,9.6710222,8.038782828041246,0.1672468
leaf,132-060,11.630030689367324,3.7522244,6.493098208417868,9.0979627
leaf,132-061,11.431343055320562,8.4007885,7.610872970448644,3.3692098
leaf,132-062,10.010766918654431,6.5204678,8.64692784642519,3.8146433
leaf,132-063,10.316921722703295,7.171076,7.584045854844184,3.5914287
leaf,132-064,11.079529677240755,8.1758108,6.547780252899398,3.9453785
leaf,132-065,11.80202342056648,7.3468341,6.307425427797216,6.2371608
leaf,132-066,10.871477326313675,8.2495271,8.019876689583652,2.5742187
leaf,132-067,8.326883554120457,7.9882671,9.421023158764877,0.4891879
leaf,132-068,8.905394988422165,9.6811751,7.193343708665077,0.9684507
leaf,132-069,12.212384546040582,5.080663,8.644630397220887,7.2712969
leaf,132-070,10.694985829051845,9.8944399,6.331246086953362,1.9324155
leaf,132-071,10.338558259399605,10.2910272,6.5344368833048945,1.2155027
leaf,132-072,8.206416350253384,9.4070036,8.540540543621368,0.9770246
leaf,132-073,10.523661897289363,5.4855154,7.125966586260704,4.7979336
leaf,132-074,8.02812554045819,11.9282633,8.006702852596046,3.1521674
leaf,132-075,8.417893825601139,8.0313941,7.034867220002074,1.4963442
leaf,132-076,10.310342547756235,9.1653648,7.277684666033638,2.5301274
leaf,132-077,10.321720896167044,8.4138629,7.9069687434477585,2.4345815
leaf,132-078,7.533299957814781,11.4400103,8.293379322034886,3.4024219000000002
leaf,132-079,9.186300034848829,6.8397803,8.214602985362898,2.2094009
leaf,132-080,5.70255829126904,11.0174141,7.45622513872842,6.9195618
leaf,132-081,10.086896832772398,5.5557608,8.471418720398534,4.4756228
leaf,132-082,12.162666458454535,7.6423124,6.112635246883474,6.5480123
leaf,132-083,11.48636134187786,8.1295723,7.605589744641904,4.775053
leaf,132-084,6.7290445622653365,10.3860782,6.911241989063467,4.8096585
leaf,132-085,12.956041639570683,6.7675606,6.2497664732425875,8.5680317
leaf,132-086,9.0903703453067,7.6169317,6.266471854115832,1.6027436
leaf,132-087,10.57667972452201,4.0668117,7.7182331388152825,6.5884403
leaf,132-088,10.699898081654126,8.8727112,7.164505659942077,3.0777624
leaf,132-089,10.959307939667228,10.3827582,7.999260671671641,1.6805668
leaf,132-090,12.347992221640322,8.1070253,6.453836031033891,6.2158624
leaf,132-091,8.54343552862462,6.9971846,8.344095937524358,0.3332102
leaf,132-092,12.180857502707784,4.2695252,8.060396256550993,8.8984638
leaf,132-093,8.046724611516233,3.1197949,5.0931371255059625,5.605355
leaf,132-094,9.400512415379092,8.2003655,7.569541650467877,1.6652527
leaf,132-095,12.022030067754955,9.4344611,7.503663742820282,3.9100163
leaf,132-096,7.955571464066281,8.332821,8.430311846260905,1.0388448
leaf,132-097,9.78103174050394,7.1682471,6.646261032713566,2.8332067
leaf,132-098,8.154974453764712,5.5925371,7.360755573597067,1.2901373
leaf,132-099,10.793363700889568,6.6853642,8.301763294246848,3.8704399
leaf,132-100,11.189868672630444,7.8372711,5.838157680061784,5.198246
leaf,132-102,8.290462372240244,8.4130098,7.774142049078666,0.8371361
leaf,132-103,7.109350143652931,7.4454799,7.684958823728015,1.8062859
leaf,132-104,6.460748411094045,6.999181,7.090256641764918,3.2539397
leaf,132-105,9.813505898502505,5.7464533,7.367578588250097,2.6409255
leaf,132-106,8.111031965018952,4.2524889,7.073930332107637,2.37364
leaf,132-107,9.884447506870748,7.2852477,7.5373531938915255,2.1621006
leaf,132-108,9.34668883504302,4.8585789,7.746095771545748,4.4876114
leaf,132-109,9.218851247586796,8.1353174,6.716953622102291,1.1384509
leaf,132-110,8.841940645560165,5.0255713,7.038471251488822,1.9990729
leaf,132-111,11.13568520861248,7.6390432,8.544188349993089,2.7551795
leaf,132-112,8.728700245550646,8.6921327,7.660240979301895,0.1081615
leaf,132-113,10.406791212051115,6.8304547,7.768947281955931,2.5428768
leaf,132-114,11.823115788603731,8.8833704,7.0325278815849,4.2343616
leaf,132-115,7.848500968533388,6.0155236,7.548665036619946,0.5161615
leaf,132-116,9.989464314871169,9.4615544,7.688338010506232,0.2878044
leaf,132-117,9.399268447745223,7.6627832,7.428623285414888,2.0830539
leaf,132-118,6.494135897441839,7.7834699,7.534745408530836,2.9738852
leaf,132-119,11.107565705194517,7.4223441,6.577577212763375,5.2607726
leaf,132-120,8.366809486724051,6.9813882,6.693635251476965,0.7711302
leaf,132-121,10.458993111604327,7.2149316,7.0913727652111405,3.7096333
leaf,132-122,9.86353928376617,7.5533364,9.046700751377022,1.6362246
leaf,132-123,9.229222822736563,9.0617237,7.590948786475874,1.2803058
leaf,132-124,11.316412744505225,8.4990728,6.87754074495283,4.3455892
leaf,132-125,9.29609979340074,7.2498474999999996,6.55871909128562,3.2866315
leaf,132-126,10.205543717104074,8.8154347,7.5497434517669175,1.5066438
leaf,132-127,9.801351029753697,4.5597349,6.727333782750625,5.0619569
leaf,132-128,11.814489338544186,8.9092443,7.1909965584058435,4.5704627
leaf,132-129,11.609860353921855,8.7126975,7.047980753150794,4.4186449
leaf,132-130,10.352594765039022,10.8767463,7.971513696883166,0.4961762
leaf,132-131,10.474971828414354,8.252179,7.336998499445456,3.4302174
leaf,132-132,9.865780898455965,5.4758013,8.364446503031433,3.1914378
leaf,132-133,8.752734552064531,8.6576278,8.030495643479846,0.4954817
leaf,132-134,10.844061608015863,4.1117584,7.753932865706903,7.2808215
leaf,132-135,10.966106317133796,5.0739506,7.350369365716774,6.9750366
leaf,132-136,11.051196735318603,8.2307237,6.616454603029298,4.6124302
leaf,132-137,9.734616866578119,6.8968865,6.116467788608961,3.6730105
leaf,132-138,10.609251355468501,4.1832646,6.153249161159794,7.895145
leaf,132-139,11.287936674894508,7.8452652,6.824109610495967,4.9572057
leaf,132-140,9.66831296452855,2.8477939,6.998585601315823,7.5250578
leaf,132-141,7.885160613572571,9.5436046,6.186407328040473,1.7107102
leaf,132-142,11.251082447465581,8.6691885,7.800322884739448,3.7292831
leaf,132-143,10.701195265543552,8.9039295,8.361685621473653,2.5924887
leaf,132-144,10.165582822186515,7.9958508,8.166308171870924,3.0873485
leaf,132-145,10.10275633064019,9.1281198,8.058124187648364,2.0778054
leaf,132-146,9.768668493955015,6.5715379,8.413470577164125,1.7383498
leaf,132-147,9.320434466780494,7.0040529,8.344820995514592,1.1856506
leaf,133-001,12.008716790475873,7.9383119,8.431405327278894,5.5816995
leaf,133-002,10.814477341547821,2.7929237,7.291117739511782,8.9736523
leaf,133-003,9.59511879114422,8.8894275,7.340508933304839,1.2500215
leaf,133-004,11.261085230790114,5.4631639,8.050458469098443,6.1914597
leaf,133-005,8.013883493456719,11.9317756,6.986637738639132,3.1550038
leaf,133-006,8.918864563392454,8.3092349,8.344676803644363,0.3469764
leaf,133-007,11.25227546759312,9.1913931,7.550574609062454,3.793341
leaf,133-008,8.805881037375494,3.5984237,7.045293025180793,5.524847
leaf,133-009,10.992831968633238,8.9064672,8.125233124891654,3.3732024
leaf,133-010,9.20640982832025,10.8229732,8.233472533236432,0.691415
leaf,133-011,9.100197776674376,8.6598961,7.346746302471355,0.5232241
leaf,133-012,8.092601975517114,11.5007125,7.539149204801777,3.2539242
leaf,133-014,8.65150540673922,10.5335261,8.240613686210235,0.734117
leaf,133-015,8.740804987463546,7.2606998,7.2675432559431385,1.5888002
leaf,133-016,7.5990242948410955,8.8064949,7.811670478990498,1.2609948
leaf,133-017,9.278796303802828,9.0703084,8.63396610871428,0.4396977
leaf,133-018,9.143463374300616,7.6053995,7.855914592165286,1.2944576
leaf,133-019,9.10507255571333,7.4662721,8.28739571048879,1.593015
leaf,133-020,8.852238497004532,7.9992787,7.896534117668131,0.4707735
leaf,133-021,8.259933108948461,10.0544847,8.306989459007093,2.1652287
leaf,133-022,8.939860701621871,9.1650767,8.172141646912968,0.6795157
leaf,133-023,9.340393328364245,9.0256386,7.929654997002847,0.3779525
leaf,133-024,9.354072723734387,8.9376841,9.069184609249827,0.7402494
leaf,133-025,10.20867664635647,8.7997737,8.142091418283165,2.4771798
leaf,133-026,8.561859946866257,9.3608455,8.454052135693109,0.921007
leaf,133-027,9.829292729206294,10.239855500000001,8.158470560415939,0.673255
leaf,133-028,12.351986595594399,10.1396088,8.028279577289375,3.6787371
leaf,133-029,8.669019764850084,10.2294122,7.6666386323593,0.6756518
leaf,133-030,9.52386926323915,6.1995134,8.229275241155843,2.943806
leaf,133-031,9.752621766016777,6.8188802,7.984561712225332,3.0732803
leaf,133-032,9.130713377303849,8.218934,7.62130768723493,1.1611931
leaf,133-033,9.453358345208708,8.0283389,7.629861603322609,2.2294417
leaf,133-034,12.34446513197936,9.0732362,7.670719047856605,4.9133497
leaf,133-035,8.05916246410249,12.1005407,8.387248047626867,3.2084174
leaf,133-036,10.541607269881016,8.2596302,8.258516911284202,3.0746986
leaf,133-037,10.753024524142136,10.5924602,7.299198638576608,1.5121718
leaf,133-038,9.440083777462421,11.7800121,7.929434528410888,1.3551361
leaf,133-039,10.336197597717764,5.3815756,7.839435668464156,5.3406395
leaf,133-040,10.185442500086674,9.5481653,6.072994593441938,2.3363428
leaf,135-001,7.455747146052474,6.9256863,7.078187469465899,0.312419
leaf,135-004,8.762242147054565,5.2554524,9.091380592599148,3.0972083
leaf,135-008,8.168681700341198,6.0411604,8.113880926007614,1.152113
leaf,135-012,7.848476061050153,7.9537194,6.701738539826629,1.3472821
leaf,135-013,9.334878140519864,6.1695181,7.026319720186604,3.3038699
leaf,135-016,8.952216087330054,9.3804683,7.357461532282325,0.815604
leaf,135-017,6.933042103456724,9.0396557,7.083124116128002,3.4366101
leaf,135-018,6.894637916862829,7.7485215,7.885274888459481,1.7836277
leaf,135-019,6.6364262001311465,7.7825091,6.182121371855205,2.2077017
leaf,135-020,6.748903475701479,8.4044897,6.768711901675408,2.4728427
leaf,135-021,7.813437519853279,6.7619177,6.49615268476918,0.3121819
leaf,135-023,7.400216652497225,7.1107327,7.313817557046322,1.1983619
leaf,135-024,8.874241917822708,7.0958689,8.79053451978065,0.7280324
leaf,135-025,6.902243850299886,8.2268982,6.467250650448233,2.9644935
leaf,135-026,6.430235094161481,9.4838652,7.331883500614817,4.6462814
leaf,135-027,9.824463854339019,12.2249812,6.291357414606741,1.3044627
leaf,135-028,9.627881484047549,11.0100486,8.198828828635044,0.7161371
leaf,135-029,12.553564091343656,7.4719109,7.931828333403813,6.7919762
leaf,135-030,9.490110187021038,7.1790983,6.9464390382654715,1.9658106
leaf,135-031,10.327118819286436,7.0122092,7.620078833983063,3.3640337
leaf,135-032,9.601152889887427,8.2933098,7.8156871437112585,2.4020885
leaf,135-033,13.077567151737242,7.1233259,7.1666852156518654,8.0274988
leaf,135-034,10.23015623828328,11.2146018,7.64925682531879,0.2445803
leaf,135-035,10.281345064437884,7.4792495,6.852501160436285,4.4073613
leaf,135-036,9.119193769927088,11.6305474,7.882673806527094,1.9543916
leaf,135-037,12.106256346145193,6.9855597,6.618631209586578,7.2808015
leaf,135-038,11.166899634116048,7.5267438,7.6067674746165945,4.7627474
leaf,135-039,10.900522430478297,8.8499364,7.867011101896363,3.2208813
leaf,135-040,11.659775742684339,7.7200148,7.48926287405092,5.9291778
