129-001	1.536114248015257
129-005	1.7249071622402146
129-006	1.7292633055024489
129-014	1.6353005719598277
129-017	1.8604300665680495
129-019	1.7912593441863727
129-053	1.6798963760826617
129-057	1.7316555451583497
129-064	1.8252748352325372
129-069	1.7329820985255553
129-071	1.696899188204095
129-073	1.8851739138674808
129-075	1.7926757160124078
129-077	1.798238435325764
129-081	2.021216382598857
129-082	1.514027727629442
129-083	1.840946380079938
129-085	2.022408120028038
129-086	1.820913658880628
129-087	1.5800091017432882
129-088	1.7610424965659945
129-089	1.7580303164839273
129-090	1.8643901602629624
129-091	1.6704389339914993
129-093	1.8608967747283567
129-094	1.7844830602572788
129-096	1.699826912161781
129-098	1.6811071991244602
129-099	1.6220579437902027
129-100	1.791759469228055
129-101	1.7974101407368692
129-102	1.56506796469816
129-103	1.9231531619326971
129-104	1.8699543168131119
129-105	1.7750370930836663
129-106	2.00458328813541
129-107	1.7123554464407866
129-108	1.7573405423575958
129-109	1.961361586947346
129-110	2.074805813275308
129-111	2.3263992710933006
129-112	2.0375121634031235
129-113	2.103646230376653
129-114	1.7285533933242625
129-115	2.0015475654951063
129-116	1.6388025210640043
129-117	1.902182150478146
129-118	1.8091900042909395
129-119	1.9155982061316543
129-120	1.5488382903051707
129-121	2.283504205181254
129-122	1.9046416262847274
129-123	NA
129-124	2.049497665306764
129-125	1.7365990580507795
129-128	1.8831985295448364
129-129	1.9878058526578977
129-130	1.9615022438151495
129-132	1.8905484395028425
129-138	1.8271266130653463
129-140	1.6695918352538475
129-142	1.8687976678812928
129-145	2.1403602378992135
131-001	1.841184352555578
131-006	1.5622414776031257
131-008	1.5776375998843024
131-013	1.686861809398904
131-024	1.4625607165733405
131-031	1.7006487924874845
131-033	1.6201800089660026
131-041	1.541373181519971
131-043	1.5722551213063845
131-044	1.5428706681619873
132-001	1.4955970960103406
132-002	1.7250853359600624
132-003	1.6125331173414028
132-004	1.8921325683748345
132-005	1.4651055415441805
132-007	1.8711866028593769
132-009	1.6966242741130164
132-010	1.9119839665344232
132-011	2.0410904502959126
132-012	1.9277461784276422
132-014	2.147158599662735
132-015	NA
132-016	2.103951210707786
132-017	1.8738769461554816
132-018	2.1229798436943192
132-019	1.8498711322852708
132-020	1.9484782771610234
132-021	1.9994509159833431
132-022	1.9604468347462058
132-023	2.2084941695944504
132-024	1.9976212133077373
132-025	1.8197798719111011
132-026	2.0434904773941773
132-027	1.69120221423674
132-028	2.1085754964049
132-029	2.0243911984145733
132-030	2.0661029772406554
132-031	2.077376911797619
132-032	1.692675511004156
132-033	2.0676219648744936
132-034	1.8388020755613663
132-035	2.1177604059819726
132-037	1.896794932061936
132-038	1.7787586570508036
132-039	1.6148233847104383
132-040	1.7611284256745328
132-041	2.025579160539499
132-042	1.717484816517234
132-043	1.925998944436258
132-044	1.5804209633636077
132-045	1.8175084342507892
132-046	1.7457155307266483
132-047	1.7770687538180514
132-048	1.7732559976634952
132-049	1.7556140225917016
132-050	1.8392789851960314
132-051	1.8032762293557212
132-052	1.6676124764851725
132-053	1.6358850824489488
132-054	1.7382707842770688
132-055	1.52757688595378
132-056	1.8250330459909805
132-057	1.6147239168633378
132-058	1.8936389330492256
132-059	1.5520206415641498
132-060	1.750850665384424
132-061	1.7757994496493257
132-062	1.5918847531865112
132-063	1.7579441207333244
132-064	1.725975728682052
132-065	1.698455608751753
132-066	1.7473720985234142
132-067	1.7396763893578298
132-068	1.904343829975201
132-069	1.7792650716463663
132-070	1.6674237616327536
132-071	1.7391495189557575
132-072	1.845063241250366
132-073	1.659655628594718
132-074	1.7107301639159727
132-075	1.8054979953385684
