129-001	0.18487007896978677
129-005	0.6465968724512168
129-006	0.4013849594677447
129-014	0.5528495412393123
129-017	0.348145687230603
129-019	0.028110728399721445
129-053	0.32120082614400786
129-057	0.44678758994396367
129-064	0.42936156884840937
129-069	0.6579083722948195
129-071	0.6289968351857198
129-073	0.5342179306978703
129-075	0.4854434889744131
129-077	0.45853598408215457
129-081	0.24304531224622944
129-082	0.5417607280301013
129-083	0.41895231738299954
129-085	0.43222685552897633
129-086	0.5261505046215071
129-087	0.5810641491756106
129-088	0.4108678779836546
129-089	0.464862821128476
129-090	0.3525992708549481
129-091	0.5812911135235727
129-093	0.1924675507962165
129-094	0.47355168849077417
129-096	0.31793670954493763
129-098	0.5065627470689843
129-099	0.4043161706209275
129-100	0.45461767282975124
129-101	0.4791093172927493
129-102	0.45134143272433175
129-103	0.500862443843931
129-104	0.4031058478651569
129-105	0.3473890836446013
129-106	0.47106961378330575
129-107	0.3223221773348224
129-108	0.4314405945114275
129-109	0.26114045863575397
129-110	0.2650217360820387
129-111	0.3919222578287362
129-112	0.2676852839369326
129-113	0.2195117723692766
129-114	0.6000208060794988
129-115	0.36235083957969644
129-116	0.3467967314694776
129-117	0.3325614173497601
129-118	0.3229292644568497
129-119	0.5192729672530152
129-120	0.44555922017423505
129-121	0.2534879533964786
129-122	0.5963438999346182
129-123	0.40199564989497744
129-124	0.15335183988784246
129-125	0.46336958185402344
129-128	0.3847368837976801
129-129	0.39676030409537627
129-130	0.37363606796018534
129-132	0.631462601703088
129-138	0.4348842718179973
129-140	0.5345951576022157
129-142	0.4119145047565142
129-145	0.2944525515314651
131-001	0.5687925935896042
131-006	0.6809792667801501
131-008	0.4424493365644164
131-013	0.5324174610028186
131-024	0.44992017666317174
131-031	0.5333740363369445
131-033	0.4978210263874309
131-041	0.5015357602010526
131-043	0.5197797844347883
131-044	0.5639551081443797
132-001	0.4162629925374477
132-002	0.420202249657536
132-003	0.381115429203469
132-004	0.34861277453587813
132-005	0.585965638932615
132-007	0.6740244131203261
132-009	0.42638815796930046
132-010	0.5213513760592946
132-011	0.40604865150626585
132-012	0.743452482004874
132-014	0.43866479798037944
132-015	0.24627828382324396
132-016	0.4502785994239899
132-017	0.35497458456438596
132-018	0.5172509800466597
132-019	0.3825829516820937
132-020	0.3998359534421098
132-021	0.24505158860381587
132-022	0.3694503854966335
