129-001	3.69363064928942
129-005	3.890227193057689
129-006	3.7342590469866463
129-014	3.971583531884107
129-017	3.7778742794354416
129-019	3.8519120016873623
129-053	3.6931702355310927
129-057	3.7824039496235393
129-064	3.9970073293331434
129-069	3.759559235301651
129-071	3.799425252924664
129-073	3.909980921793921
129-075	3.9780728838896455
129-077	3.9377979589055108
129-081	3.804526877639898
129-082	4.02694862923555
129-083	3.8420832572234644
129-085	3.970857791149039
129-086	4.040996526720177
129-087	3.7966233771983937
129-088	3.9548430026110744
129-089	3.7169201142694583
129-090	3.8381826897589235
129-091	3.7643695064689546
129-093	3.350009344892722
129-094	3.9863138180083957
129-096	4.0415150006609
129-098	3.9779418235174338
129-099	3.9119129993777024
129-100	3.8391404360078747
129-101	3.827891115098391
129-102	3.569870667531734
129-103	4.21221648281699
129-104	3.8308129500026027
129-105	3.6494627217501447
129-106	3.4903370477924307
129-107	4.294274073984553
129-108	3.687578608380888
129-109	3.571038604286346
129-110	3.9215375977967315
129-111	3.582935434917694
129-112	3.5929053039300567
129-113	3.6503465043971524
129-114	3.909138850248283
129-115	3.210521020485447
129-116	3.769825599718346
129-117	4.023841622584497
129-118	3.8110860248300993
129-119	3.3738433138731407
129-120	3.9161843350733747
129-121	4.016536162178795
129-122	3.505166930373841
129-123	3.650814073307144
129-124	3.36243922817832
129-125	3.903930348030691
129-128	3.6425213301357866
129-129	3.667349335563573
129-130	3.4256297978027406
129-132	3.7586853283578994
129-138	3.687052786772529
129-140	4.050845376109247
129-142	3.4253858021283867
129-145	3.565439825056204
131-001	3.6257399538900725
131-006	3.5878982242598227
131-008	4.195840118537681
131-013	3.9102814898698433
131-024	4.075628844026159
131-031	3.9237242777357872
131-033	3.6894667816033744
131-041	4.041804877377485
131-043	3.8979443648185867
131-044	3.884682640633579
132-001	3.3240823286668095
132-002	3.7830753770008925
132-003	3.709894581329023
132-004	4.144047008548293
132-005	3.780101744417148
132-007	4.073886720319704
132-009	3.929803982723233
132-010	3.84644928198685
132-011	3.7007462641787705
132-012	3.8444077560125787
132-014	3.3749902894929815
132-015	NA
132-016	3.268675003620684
132-017	3.5483090600297436
132-018	3.556347561822497
132-019	3.3975574317415598
