"newID","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","pop.x","pop.y","avg_long_stamen_length","avg_short_stamen_length","avg_pistil_length","avg_floral_tube_length","avg_crease_to_top_height","avg_crease_to_bottom_height","avg_tube_height_at_base","avg_tube_height_at_inflection","avg_mouth_angle","avg_platform_angle","avg_upper_petal_angle","avg_tube_width_at_mouth","avg_tube_width_at_base","avg_lower_petal_angle","avg_tube_height_at_mouth","avg_mouth_constriction_angle","avg_stamen_length_ratio","avg_longstamen_pistil_ratio","avg_longstamen_tube_ratio","avg_pistil_tube_ratio","avg_floral_crease_ratio","avg_mouth_height_width_ratio","avg_throat_inflation_ratio","avg_nectary_area","total_brightness","chroma","modified_hue","K1","K2","rgb","region","subpopulation","class"
"129-019",-0.0479498,0.0323129,0.0288265,0.0406321,0.00554505,0.00377613,-0.00960036,-0.0996874,-0.0228064,0.0730337,"129",129,23.042,19.913,26.03,17.676,3.094,1.429,2.771,2.85,58.266,47.083,141.445,5.997,3.748,160.289,4.523,-11.183,1.15713353085924,0.885209373799462,1.30357546956325,1.47261823942068,2.16515045486354,0.75421043855261,1.02850956333454,1.5525,105.192325878061,0.513270002536183,83.9597289647647,0.934263,0.065737,"#B5448CFF","sierras","hybrid (VL)","hybrid"
"129-023",0.089732,0.100484,-0.0125244,-0.00309859,0.0135751,-0.0276493,0.0175432,-0.0311064,-0.0143908,0.0183477,"129",129,17.741,14.894,24.206,NA,4.116,1.88,3.155,4.398,NA,NA,NA,5.114,2.984,NA,5.996,NA,1.19115079897945,0.732917458481368,NA,NA,2.18936170212766,1.17246773562769,1.39397781299525,1.1795,84.9808432841724,0.426566867179351,80.2987383584765,1e-05,0.99999,"#8F5884FF","sierras","dav (VL)","davidsonii"
"129-025",0.0885954,0.0891941,-0.00274758,-0.0163426,0.0178149,-0.000839499,0.0314401,-0.0273583,-0.0125721,-0.0112783,"129",129,29.4365,26.0275,34.794,27.7935,7.6135,1.321,3.2495,4.26,53.6545,20.2375,148.4255,6.9995,3.7805,157.92,8.934,-33.417,1.13082497661351,0.846155435421548,1.05941902326868,1.25227547282825,5.87899233163151,1.27650054577334,1.31557590693392,1.0195,152.869289253709,0.245476842754477,69.7987503280511,1e-05,0.99999,"#C18BC2FF","sierras","dav (VL)","davidsonii"
"129-026",0.0887771,0.0759647,0.006012,-0.0240347,0.0419138,0.0228463,0.0463316,-0.0145679,-0.00814866,-0.0201622,"129",129,26.159,23.372,29.572,25.551,6.672,1.036,2.91,4.793,65.304,26.474,141.281,6.19,3.376,153.415,7.708,-38.831,1.11924525072737,0.88458677127012,1.02379554616258,1.15737153144691,6.44015444015444,1.24523424878837,1.64707903780069,0.804,152.552612471638,0.246388292229731,68.3524498594933,1e-05,0.99999,"#BE8BC0FF","sierras","dav (VL)","davidsonii"
"129-027",0.0882038,0.0812435,-0.0169275,0.00686221,0.035352,0.013974,0.0320376,0.0138124,-0.0153571,0.0107577,"129",129,21.726,21.872,31.682,NA,7.851,1.809,NA,5.021,70.484,41.44,125.644,6.283,2.909,163.872,9.66,-29.044,0.993324798829554,0.685752162110978,NA,NA,4.33996683250415,1.53748209454082,NA,0.656,122.982762418234,0.362135355531276,69.0892172020812,1e-05,0.99999,"#A869AEFF","sierras","dav (VL)","davidsonii"
"129-029",0.0903912,0.104665,-0.0323082,-0.030731,-0.0170899,-0.0380346,-0.00943178,0.0351802,0.0259877,0.00100856,"129",129,26.906,23.866,35.998,26.933,5.897,1.019,2.744,4.314,32.189,17.649,151.46,6.573,3.408,176.351,6.916,-14.539,1.12737785971675,0.747430412800711,0.99899751234545,1.33657594772213,5.78704612365064,1.05218317358892,1.57215743440233,0.7745,125.142253894522,0.310873008648013,63.9221702415687,1e-05,0.99999,"#A275B5FF","sierras","dav (VL)","davidsonii"
"129-030",0.0919531,0.0891008,0.00656194,-0.0194907,0.0583236,0.00491371,0.0430424,-0.025426,-0.0262799,-0.0136775,"129",129,29.454,24.708,33.249,26.272,7.79,1.244,3.268,NA,NA,NA,NA,6.317,3.559,NA,9.034,NA,1.19208353569694,0.88586122890914,1.12111753958587,1.26556790499391,6.2620578778135,1.43010922906443,NA,0.7795,154.267618494867,0.224649077829518,68.8205305997745,1e-05,0.99999,"#BF91C2FF","sierras","dav (VL)","davidsonii"
"129-031",0.0893175,0.107306,-0.0241226,-0.0104716,-0.0325544,0.00725424,-0.0239096,0.0439059,0.0172375,0.000730785,"129",129,26.242,19.622,31.6095,26.427,5.735,1.423,2.981,3.365,70.681,39.585,143.6875,6.416,4.482,145.6315,7.158,-31.096,1.33737641422893,0.825739458779106,0.997301713981682,1.19615634507625,4.23084309436896,1.04364089775561,1.14106476771787,0.69475,131.3162973756,0.300348757608397,70.4123459093847,1e-05,0.99999,"#AF79B3FF","sierras","dav (VL)","davidsonii"
"129-032",0.0908093,0.104239,0.00135598,-0.00168869,0.0321381,0.0364011,0.0174107,0.0831849,-0.00189895,0.0257895,"129",129,26.618,24.65,34.406,27.279,7.043,2.184,3.454,4.83,84.105,55.33,118.348,6.989,3.757,157.547,9.227,-28.775,1.07983772819473,0.77364413183747,0.975768906484842,1.26126324278749,3.22481684981685,1.32021748461869,1.39837869137232,1.1775,145.232072178316,0.249931102173219,58.0472644056603,1e-05,0.99999,"#AD88C3FF","sierras","dav (VL)","davidsonii"
"129-034",0.0905471,0.119311,-0.0384994,-0.0274172,-0.0353612,-0.0391646,-0.0456462,0.0454251,0.0349652,0.00930546,"129",129,28.238,25.926,37.533,30.424,5.976,1.556,3.107,4.65,65.696,27.96,138.211,7.886,4.448,156.093,7.531,-37.736,1.08917688806603,0.752351264220819,0.928148829871154,1.23366421246384,3.84061696658098,0.954983515090033,1.49662053427744,1.2055,159.020540399433,0.202209325867563,61.7526592543859,1e-05,0.99999,"#BB97C6FF","sierras","dav (VL)","davidsonii"
"129-036",0.0910081,0.107552,-0.0196915,-0.016044,-0.0439961,-0.00288134,-0.00677644,0.0549696,0.0120344,-0.00607702,"129",129,29.465,24.252,32.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21495134421903,0.901015228426396,NA,NA,NA,NA,NA,0.671,146.41533752637,0.243403187846829,65.283214208087,1e-05,0.99999,"#B38AC1FF","sierras","dav (VL)","davidsonii"
"129-038",0.0887493,0.0892386,-0.00715923,-0.0235836,0.00820027,0.00417509,0.0133189,0.0487088,0.0150092,0.00137279,"129",129,32.6515,28.426,34.775,32.13,5.266,3.043,3.378,4.003,38.192,38.192,151.763,6.855,4.0605,170.045,8.309,0,1.15146891111974,0.939550751098072,1.01635283153562,1.08345186834072,1.73052908314164,1.19795271049596,1.18892857484677,0.9705,171.472396898078,0.211607176553477,62.717748552955,1e-05,0.99999,"#C898CCFF","sierras","dav (VL)","davidsonii"
"129-039",0.0889869,0.0907193,-0.0169371,-0.00266956,0.0376294,0.00701798,0.0121119,-0.0465445,0.0131131,0.0108837,"129",129,22.666,18.68,27.467,24.39,3.585,1.881,4.132,5.09,74.228,32.975,142.692,7.218,2.671,143.081,5.466,-41.253,1.21338329764454,0.825208431936506,0.929315293152932,1.12615826158262,1.90590111642743,0.757273482959269,1.23184898354308,NA,136.90229461562,0.279597812529391,65.3598057711267,1e-05,0.99999,"#AE7FBAFF","sierras","dav (VL)","davidsonii"
"129-040",0.0885485,0.095227,-0.0139101,-0.00530867,0.0152572,0.00158179,0.00861491,0.00810965,-0.0179406,0.00317671,"129",129,25.29,21.447,30.708,24.65,8.502,1.306,4.186,5.423,63.789,37.647,137.925,7.307,3.558,158.286,9.808,-26.142,1.17918590012589,0.823563892145369,1.02596348884381,1.24576064908722,6.50995405819296,1.34227453127138,1.2955088389871,0.996,136.036950202831,0.282840450666223,67.1943370005633,1e-05,0.99999,"#AF7EB9FF","sierras","dav (VL)","davidsonii"
"129-042",0.0879459,0.0940534,-0.017807,-0.0244222,-0.00190492,-0.02423,0.0282721,-0.0227398,0.0111476,-0.0132361,"129",129,27.344,24.307,31.471,29.475,NA,NA,3.398,4.669,NA,NA,NA,NA,3.923,NA,NA,NA,1.12494343193319,0.868863398048997,0.927701441899915,1.06771840542833,NA,NA,1.37404355503237,1.0715,137.343348889641,0.268252484946342,71.4517336628382,1e-05,0.99999,"#B383B6FF","sierras","dav (VL)","davidsonii"
"129-043",0.0872494,0.0797986,0.00728528,-0.0279873,0.0493427,0.0401386,0.0301999,0.0819705,0.00976682,-0.0128494,"129",129,24.7515,22.315,32.021,25.021,8.066,0.861,3.175,4.7695,67.312,30.631,122.754,6.711,3.52,169.934,8.927,-36.681,1.10927184128087,0.773554934598814,0.989218934612043,1.27980633545964,9.36817653890825,1.39702660406886,1.50666450503374,1.0065,103.938848648909,0.399128211639471,71.779721839336,1e-05,0.99999,"#985D9EFF","sierras","dav (VL)","davidsonii"
"129-044",0.0864217,0.0672745,0.0153159,-0.0373644,0.0448031,0.0444018,0.063704,0.0180064,0.0278759,-0.0547073,"129",129,26.786,24.788,32.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08060351783121,0.812090710647587,NA,NA,NA,NA,NA,0.605,123.515944575582,0.338423058747457,66.8866691552274,1e-05,0.99999,"#A66DB0FF","sierras","dav (VL)","davidsonii"
"129-046",0.093464,0.0854027,0.0111041,-0.00610582,0.0140375,0.0462635,0.0139425,0.072362,0.00108432,-0.00716289,"129",129,24.542,22.254,31.083,24.905,6.382,1.283,3.038,4.815,47.971,26.822,147.076,NA,4.266,164.953,7.665,-21.149,1.10281297744226,0.78956342695364,0.985424613531419,1.24806263802449,4.9742790335152,NA,1.58492429229756,NA,112.774544721452,0.382832500857524,72.6809702702691,1e-05,0.99999,"#A363A4FF","sierras","dav (VL)","davidsonii"
"129-047",0.0914342,0.0962399,0.00973527,-0.0203788,0.0205233,0.0426271,0.0324097,0.0597179,0.044244,-0.00225837,"129",129,32.233,26.686,33.402,26.394,7.518,1.426,3.524,4.509,49.258,26.292,140.478,8.29,3.979,170.265,8.943,-22.966,1.20786180019486,0.965002095682893,1.22122452072441,1.26551488974767,5.27208976157083,1.07876960193004,1.27951191827469,1.0005,144.486643351029,0.272414214013369,61.151516791054,1e-05,0.99999,"#B182C1FF","sierras","dav (VL)","davidsonii"
"129-050",0.0906742,0.0943554,-0.000131957,-0.0231475,0.0595918,0.0143503,0.0534563,0.0126219,0.0075113,-0.00568864,"129",129,28.185,23.573,30.5,26.352,6.22,2.358,3.049,4.748,51.691,30.714,164.012,7.261,4.19,144.297,8.578,-20.977,1.19564756288975,0.924098360655738,1.06955828779599,1.15740740740741,2.63782866836302,1.18137997521003,1.55723187930469,0.816,125.119050057354,0.36750975746665,74.8814839413396,1e-05,0.99999,"#B26AAAFF","sierras","dav (VL)","davidsonii"
"129-051",0.0869517,0.0876697,-0.0298816,-0.0176516,0.0176904,-0.00168971,0.0173295,0.00679227,-0.0101847,0.0105909,"129",129,NA,21.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986,137.749792061532,0.289821488303164,69.2067103890251,1e-05,0.99999,"#B47DB9FF","sierras","dav (VL)","davidsonii"
"129-052",-0.0551135,0.0214742,0.0181437,0.0311482,-0.00697926,0.0166969,0.00365586,-0.00608916,0.00386011,-0.00267674,"129",129,25.247,23.76,28.5935,18.027,3.0845,2.083,1.8365,3.642,39.1525,39.1525,144.4875,5.635,3.582,176.36,5.1675,0,1.0625449216976,0.882981860036631,1.40132359036075,1.58664640943978,1.4902298717854,0.91870291008345,1.98284961126299,2.22466666666667,125.060588080139,0.458955265417573,87.2754515813972,0.99999,1e-05,"#CF5299FF","sierras","new (VL)","newberryi"
"129-053",-0.0513727,0.0205208,0.0276186,0.0399372,-0.0354686,0.0250046,-0.000937906,0.00547334,0.018605,-0.0133371,"129",129,26.825,23.215,27.2565,20.4665,3.438,1.7275,1.939,2.6615,40.172,40.172,158.162,5.365,2.5965,161.666,5.1655,0,1.15533492258878,0.983950639654985,1.3106151887772,1.33173772832366,2.00789943989665,0.96528984171042,1.37878244865427,1.7185,152.171459603045,0.316375311864509,83.0700846095265,0.964253,0.035747,"#DF75B5FF","sierras","hybrid (VL)","hybrid"
"129-055",-0.0576019,0.0260254,0.0278954,0.0311933,0.00587298,-0.00932295,-0.0139459,-0.0144735,0.0209878,-0.0268349,"129",129,28.797,25.0865,29.193,19.81,3.3145,1.811,1.947,3.031,47.416,37.3,156.3055,5.041,2.9775,156.279,5.125,-10.1155,1.14773636845776,0.986296531517535,1.45407748848753,1.47395950334293,1.84919431571019,1.01687939397834,1.47493917274939,1.74025,128.512366472908,0.447167656549799,86.3977170617828,0.99999,1e-05,"#D4519FFF","sierras","new (VL)","newberryi"
"129-057",-0.0529292,0.0228463,0.0373266,0.0576369,0.00836083,0.000972519,-0.0115322,-0.0108718,0.0264323,-0.00630185,"129",129,26.0285,21.9885,25.179,18.487,3.613,1.452,1.727,2.695,43.9215,43.9215,149.2315,5.65,3.0285,166.8465,5.065,0,1.18362758584554,1.03364556277474,1.40784705434175,1.36194740575917,2.48792348671818,0.897789249348062,1.56328220715659,1.248,102.746319601435,0.584918851201389,89.7846701869785,0.993132,0.006868,"#C0337DFF","sierras","hybrid (VL)","hybrid"
"129-059",-0.0566319,0.0340628,0.0585154,0.0837753,-0.0266834,-0.0233048,0.0124184,-0.0161842,0.00772523,0.00646566,"129",129,26.543,24.002,28.573,19.981,3.3725,1.39,1.6095,3.0765,65.3785,52.6575,138.853,5.7005,3.1435,155.7685,4.7625,-12.7215,1.10593103777108,0.928898601511903,1.32840208615545,1.43038209822766,2.45538157689232,0.837451048268124,1.91614824711564,0.91825,133.408560463372,0.44224804564123,86.5174629400418,0.99999,1e-05,"#DA52A1FF","sierras","new (VL)","newberryi"
"129-061",-0.0546621,0.0249382,0.00649221,0.0474275,0.0300786,0.0174756,-0.011618,-0.0364747,0.0363986,0.00716921,"129",129,27.854,24.702,26.32,20.0795,2.801,1.681,1.8525,3.472,70.8215,59.7385,149.413,5.535,2.544,139.7655,4.482,-11.0825,1.1276470618121,1.05833206688681,1.38736268127631,1.31104836486276,1.70018892930055,0.80962907287877,1.88094643629948,0.88775,125.84913361011,0.446948679367288,85.6179884757551,0.99999,1e-05,"#CE549CFF","sierras","new (VL)","newberryi"
"129-062",-0.0571723,0.0217867,0.0327463,0.0650275,0.0162801,-0.00274566,-0.00480681,-0.010309,-0.00623377,0.003909,"129",129,27.0965,23.4965,28.2065,20.0165,3.507,1.5105,1.916,3.387,75.5685,62.377,143.657,5.7305,2.913,140.775,5.018,-13.1915,1.15344169236117,0.96133119327026,1.35425631125,1.4099949112757,2.34352782642065,0.877283738433393,1.76842387881817,0.9345,131.329464326536,0.431398436034104,86.6580682925264,0.99999,1e-05,"#D558A0FF","sierras","new (VL)","newberryi"
"129-064",-0.0461983,0.0415989,0.0478848,0.067141,-0.0356351,0.0415094,-0.0443341,0.0591916,0.0228471,-0.00271514,"129",129,25.602,22.0505,26.022,20.3145,3.6515,1.5625,1.8535,2.848,77.5775,54.435,139.451,6.2045,2.8505,142.9725,5.214,-23.1425,1.16106096716971,0.983970757179638,1.26028866751555,1.28092014942999,2.33343007740346,0.844554775533153,1.5362764036793,1.326,131.666864222682,0.416630092224781,87.3053469502439,0.933455,0.066545,"#D55CA1FF","sierras","hybrid (VL)","hybrid"
"129-067",-0.0542371,0.0278766,0.0315758,0.0827166,0.00666059,-0.00977357,-0.0218421,-0.0503632,0.00335994,-0.00412304,"129",129,26.0905,22.0425,26.5965,18.83,3.779,1.7435,1.781,2.9325,79.6585,63.6705,141.935,5.2875,2.602,138.4065,5.522,-15.988,1.18456776227926,0.980981838380014,1.3858944839434,1.41268902346591,2.16789145052834,1.04491874596663,1.64413863732634,1.648,124.349823424614,0.465824803912007,87.44566639904,0.99999,1e-05,"#D34B99FF","sierras","new (VL)","newberryi"
"129-069",-0.0509577,0.0272491,0.0339538,0.0613153,-0.0123396,-0.00996041,-0.027478,-0.0118874,-0.0209294,0.0052073,"129",129,26.3585,22.7695,27.0495,18.8625,2.851,1.8905,1.775,3.427,42.9295,42.9295,154.154,5.6575,3.036,162.9165,4.742,0,1.15762176275558,0.975298403765286,1.39738310777242,1.43427047560986,1.62579160864031,0.838186557956385,1.93074969847013,1.38525,116.238404061944,0.501638043168114,87.2991182621841,0.980775,0.019225,"#CA4591FF","sierras","hybrid (VL)","hybrid"
"129-071",-0.0515892,0.0289935,0.0369411,0.0843014,0.0125845,-0.0093811,0.00300283,-0.0175698,-0.0151703,0.00302628,"129",129,27.264,24.2595,27.064,19.9475,3.144,2.356,1.823,3.407,44.6755,44.6755,154.0455,5.457,2.7705,161.279,5.4995,0,1.12391980193511,1.01054417820664,1.36681583169978,1.3584670092496,1.33790669077758,1.0074671689008,1.87572797083745,2.0815,109.636521768905,0.549325126058428,89.2835421282384,0.986328,0.013672,"#C83984FF","sierras","hybrid (VL)","hybrid"
"129-073",-0.0515854,0.0313681,0.0445451,0.0704718,-0.00687959,-0.0275006,-0.0190961,-0.00907721,-0.0102474,0.0172815,"129",129,25.623,22.3895,27.843,18.312,2.5325,1.8045,1.8155,3.0825,49.898,49.898,148.1375,6.5875,2.8385,161.9645,4.337,0,1.14444932367921,0.920519516277622,1.39950267349534,1.52041865621627,1.43203489721101,0.657959534980345,1.7061134214282,1.306,122.504881010513,0.452643397868545,88.2421779070993,0.977462,0.022538,"#D05298FF","sierras","hybrid (VL)","hybrid"
"129-075",-0.0448222,0.037462,0.0251359,0.0741462,0.0128687,-0.0253814,-0.0157318,-0.0475912,-0.0163778,0.00596548,"129",129,24.0155,20.112,27.1595,19.527,3.3035,1.517,1.706,2.771,53.414,53.414,149.7085,6.0055,2.5665,156.8775,4.821,0,1.19431238850076,0.884079506087085,1.22983321084667,1.39120763805483,2.21157988675529,0.802807383691252,1.62489547230016,0.7485,141.295342124847,0.399459114585728,86.1982734881352,0.930616,0.069384,"#DE5FA8FF","sierras","hybrid (VL)","hybrid"
"129-077",-0.0487997,0.0311675,0.0148408,0.0618202,0.0140539,-0.0177317,-0.0179454,-0.0080533,0.0109469,0.00783818,"129",129,27.0175,24.5675,29.2215,20.8085,3.074,2.518,2.104,3.313,51.3055,51.3055,148.904,6.039,3.349,159.7905,5.5925,0,1.1003570876791,0.925163206854181,1.2983463229836,1.40422053054362,1.22380552565211,0.928695716228571,1.5817565722439,1.90575,128.043816156853,0.453731477936518,86.6458953606273,0.958099,0.041901,"#D4509EFF","sierras","hybrid (VL)","hybrid"
"129-079",-0.0538621,0.0256271,0.00890963,0.0609605,0.0102164,0.0195184,-0.0258789,-0.0261062,0.0341891,0.0277615,"129",129,27.8815,24.0945,27.2045,19.796,3.445,1.6835,1.8395,3.0045,52.9805,48.2375,148.3915,5.404,2.719,158.628,5.1285,-4.7425,1.1573084652779,1.024876719705,1.40907835413637,1.37485294061946,2.0480678972613,0.948887327992774,1.63514908256881,1.723,117.935214224517,0.49428223010343,87.9657747613235,0.99999,1e-05,"#CC4791FF","sierras","new (VL)","newberryi"
"129-081",0.0238467,0.0688687,0.00573361,0.0309126,-0.00164546,0.0444525,-0.0135096,-0.00868091,0.0514589,-0.0186344,"129",129,24.1595,20.977,28.796,22.7115,5.136,2.4235,3.894,4.947,56.895,44.904,146.2605,7.5475,3.672,156.845,7.56,-11.991,1.15203609540072,0.8389749628599,1.06413783759961,1.26832575200903,2.14198275175599,1.00347475046447,1.27512640165092,0.899,132.334276619986,0.336287796691498,71.5429664740038,0.43203,0.56797,"#B770B2FF","sierras","hybrid (VL)","hybrid"
"129-082",-0.0526458,0.0256375,0.0384121,0.0799093,-0.00961632,-0.0216371,-0.0185892,0.00923884,-0.00297318,-0.000523781,"129",129,26.7505,22.9535,28.817,19.904,3.634,1.64,2.1175,3.6405,70.209,56.0895,142.1135,4.545,3.4285,147.6775,5.274,-14.1195,1.16532595686502,0.928319329286956,1.34383825531525,1.4478999910013,2.21924873375382,1.1682215100507,1.71903094507945,1.16566666666667,130.638759518684,0.418590580290279,86.0847247701017,0.984857,0.015143,"#D35BA1FF","sierras","hybrid (VL)","hybrid"
"129-083",0.0157908,0.0580934,0.0065787,0.0330538,0.00295132,-0.0100262,-0.0258205,-0.0235019,-0.0123179,0.00116334,"129",129,25.4225,21.378,30.3925,22.181,5.337,1.9015,3.217,4.8925,78.785,46.6225,134.348,6.3025,3.739,146.8675,7.239,-32.163,1.18898090953914,0.836345868070943,1.14624806676256,1.37117766660631,2.81624098907061,1.1489999256293,1.52036785794352,1.2085,153.054725086831,0.292966346001205,70.130567629733,0.485493,0.514507,"#C67FC1FF","sierras","hybrid (VL)","hybrid"
"129-084",-0.0550982,0.0275659,0.0250658,0.05239,0.0118442,0.0209575,-0.00598118,-0.0265886,0.00947221,0.000101055,"129",129,25.8115,22.0885,25.4065,21.53,2.683,1.7055,1.774,2.8835,60.1305,43.3585,152.7135,5.2275,2.5235,147.1555,4.389,-16.7725,1.1686500969602,1.0159486994175,1.19904863302224,1.18019060260657,1.57454006712962,0.839691526078294,1.64043946957558,1.2795,126.001009902115,0.448441129869947,87.4529027991447,0.99999,1e-05,"#D2559AFF","sierras","new (VL)","newberryi"
"129-085",-0.050114,0.0327864,0.047913,0.0426483,-0.0327301,-0.0289666,0.024291,-0.0250304,0.0185641,0.00134459,"129",129,26.655,23.855,28.0125,19.873,3.001,1.84,2.397,3.6855,53.03,53.03,152.9415,7.5565,3.141,154.0285,4.8405,0,1.11742016836364,0.953191143680232,1.34163285771279,1.41080717591287,1.63146801260876,0.639602704788807,1.54068458833694,1.85125,116.545046471113,0.449262803704497,88.1221166693101,0.978594,0.021406,"#C85593FF","sierras","hybrid (VL)","hybrid"
