"newID","pop","blue_brightness","green_brightness","yellow_brightness","red_brightness","total_brightness","chroma","hue_radians","hue_degrees","modified_hue"
"129-081B","129",0.255641388518487,0.148943596431992,0.14600015534332,0.449414859706201,138.466901213644,0.319850246311881,5.93330084478794,339.953096987755,69.9530969877549
"129-082A","129",0.198680935697704,0.105449373244602,0.173225148575447,0.522644542482247,124.558354925361,0.417971059205348,6.22224436481546,356.508341202985,86.5083412029853
"129-082B","129",0.206337638666366,0.108414488474491,0.175583140840777,0.509664732018366,134.026102264612,0.402427132634621,6.20668819572095,355.617038368478,85.6170383684783
"129-083A","129",0.262657822242105,0.16337848432626,0.154695799347939,0.419267894083695,158.876939110049,0.27773222429781,5.88393574822295,337.124685299326,67.1246852993255
"129-083B","129",0.244019572927118,0.154445061583127,0.152786391366479,0.448748974123276,143.580581691722,0.308120571131036,5.98258283419525,342.776746986802,72.7767469868022
"129-084A","129",0.184783369485188,0.0902235334639376,0.168814259384234,0.55617883766664,121.694658691693,0.46622886868152,6.24892695199729,358.037140834994,88.0371408349943
"129-084B","129",0.195420917996628,0.100129246688156,0.171750623346431,0.532699211968784,126.866043040857,0.433217102284421,6.22851967243951,356.86788984499,86.86788984499
"129-085A","129",0.202449514341483,0.117407718867813,0.177985671977941,0.502157094812763,131.457220037372,0.385526343941911,6.21968694875019,356.361812055987,86.3618120559868
"129-085B","129",0.159299006318687,0.0912082856486209,0.156998165101515,0.592494542931177,107.800793953132,0.501291537541439,6.27859546449648,359.737021385629,89.737021385629
"129-086A","129",0.208268399136603,0.128171859322581,0.179797743752328,0.483761997788489,139.809393873297,0.356728082427238,6.20328981038318,355.422325231465,85.4223252314652
"129-086B","129",0.208655880448077,0.114537673407999,0.176045855148455,0.50076059099547,138.218096796695,0.387597156619886,6.19895192344235,355.173782617751,85.1737826177507
"129-087A","129",0.188325182766318,0.0932640821228165,0.164660277056837,0.553750458054029,125.282753161252,0.461094057845577,6.23183936834807,357.058094409817,87.0580944098173
"129-087B","129",0.190157209354116,0.0954528286104891,0.171379519383503,0.543010442651892,128.202716916322,0.447951358438688,6.24125398283523,357.597512085674,87.5975120856743
"129-088A","129",0.186080334191097,0.104522898528964,0.1704443039049,0.538952463375039,127.552942005418,0.434710860521635,6.24720874159816,357.938694630809,87.9386946308086
"129-088B","129",0.192976931268938,0.10769087151629,0.17217944061184,0.527152756602932,129.486424982689,0.419977152542935,6.23364451633803,357.161521771038,87.1615217710385
"129-089A","129",0.227623651117262,0.114572613280639,0.182790496121853,0.475013239480245,145.65976535196,0.363218194480957,6.15943658615506,352.909720565153,82.9097205651528
"129-089B","129",0.212481745310692,0.105600268321104,0.175358874103242,0.506559112264962,135.426919819379,0.402673691844252,6.19086326152892,354.710336428202,84.7103364282024
"129-009","129",0.146383119071383,0.0631699431345003,0.151069575235025,0.639377362559092,106.738885446945,0.576226477239046,0.00813310046526639,0.46599233101565,90.4659923310157
"129-090","129",0.228012738072418,0.107627053579376,0.128583216546714,0.535776991801492,115.851294516896,0.439543626219778,6.05499941441804,346.925911400339,76.9259114003386
"129-091A","129",0.210824417358956,0.127792028173192,0.181061762629611,0.48032179183824,142.078634514057,0.3537839028083,6.19895910785592,355.174194254326,85.1741942543263
"129-091B","129",0.233106630069539,0.134220558117304,0.186255515677982,0.446417296135176,157.016741941136,0.315692619724837,6.13422768401492,351.465356866365,81.4653568663646
"129-092A","129",0.199268869956841,0.10610021228834,0.172273944529001,0.522356973225818,132.036754415692,0.417131174841938,6.21842437428908,356.289471868044,86.2894718680441
"129-092B","129",0.191697220425248,0.0945479203051601,0.167337516070084,0.546417343199508,126.474048874277,0.452525546840332,6.22932871382008,356.914244501548,86.9142445015482
"129-093A","129",0.194458672776719,0.100355633932661,0.176047550173499,0.52913814311712,128.229508808129,0.429177596826805,6.24027352802139,357.541336162838,87.5413361628382
"129-093B","129",0.196972245922513,0.11015818158675,0.185988345755114,0.506881226735624,138.007049432133,0.396875069278838,6.25550580875773,358.414081561389,88.4140815613887
"129-094A","129",0.228705607311599,0.144906669700634,0.155956441739215,0.470431281248552,139.708637258458,0.333554663908184,6.06331538528506,347.402381433572,77.4023814335724
"129-094B","129",0.240342396246246,0.154926160039543,0.163787095480275,0.440944348233937,151.445238324612,0.296086335472227,6.02165682753329,345.015521893794,75.0155218937942
"129-095A","129",0.190483261063185,0.101561392757665,0.172775156781172,0.535180189397978,130.68980223249,0.433980227380299,6.24237003326671,357.661457065122,87.6614570651215
"129-095B","129",0.188947993734202,0.0951464747300982,0.165604212092078,0.550301319443622,125.453077761588,0.455753074380795,6.23194264499481,357.064011725798,87.0640117257979
"129-096A","129",0.239180377947863,0.1651216783012,0.16012486536806,0.435573078382877,153.900318803716,0.281768937030671,5.99879886843607,343.705857309241,73.705857309241
"129-096B","129",0.235120622105719,0.129948753421028,0.142457506085753,0.492473118387501,130.324584890575,0.374179593597613,6.03293815065436,345.661894095955,75.6618940959549
"129-097A","129",0.191242323919791,0.103827068232582,0.176391200336412,0.528539407511215,131.16780232086,0.424971913198057,6.24823206071248,357.997326497154,87.9973264971544
"129-097B","129",0.19906747602534,0.1025526474412,0.180615069214402,0.517764807319058,134.678895870468,0.415621978518403,6.23877361800873,357.455397649463,87.4553976494628
"129-098A","129",0.18752151588978,0.0875902078305728,0.161875914085739,0.563012362193909,120.50363783239,0.476113349688251,6.22929473820887,356.912297842419,86.9122978424191
