"newID","pop","avg_long_stamen_length","avg_short_stamen_length","avg_pistil_length","avg_floral_tube_length","avg_crease_to_top_height","avg_crease_to_bottom_height","avg_tube_height_at_base","avg_tube_height_at_inflection","avg_mouth_angle","avg_platform_angle","avg_upper_petal_angle","avg_tube_width_at_mouth","avg_tube_width_at_base","avg_lower_petal_angle","avg_tube_height_at_mouth","avg_mouth_constriction_angle","avg_stamen_length_ratio","avg_longstamen_pistil_ratio","avg_longstamen_tube_ratio","avg_pistil_tube_ratio","avg_floral_crease_ratio","avg_mouth_height_width_ratio","avg_throat_inflation_ratio","avg_nectary_area","total_brightness","chroma","modified_hue","K1","K2","rgb","region","subpopulation","class"
"129-065",129,22.112,19.421,22.775,17.642,2.586,1.4055,1.631,2.83,52.153,52.153,150.4475,5.134,2.5455,157.399,3.991,0,1.13828780881689,0.971293764305613,1.25304096168653,1.29041939806601,1.8395875591616,0.777037502240506,1.7540670033819,1.32966666666667,143.617233823165,0.367676199868299,85.223036551131,NA,NA,"#DA69AEFF","sierras",NA,NA
"129-066",129,26.388,22.813,26.611,20.1875,2.943,1.259,1.87,2.701,70.1245,45.1135,142.257,4.852,2.3995,147.618,4.202,-25.0115,1.15662598074076,0.991646459247717,1.3069645139745,1.31799126485374,2.37252764902942,0.870221853490659,1.4442088668508,0.804,118.203900273667,0.495987982022984,87.6576705636126,NA,NA,"#CC4693FF","sierras",NA,NA
"129-067",129,26.0905,22.0425,26.5965,18.83,3.779,1.7435,1.781,2.9325,79.6585,63.6705,141.935,5.2875,2.602,138.4065,5.522,-15.988,1.18456776227926,0.980981838380014,1.3858944839434,1.41268902346591,2.16789145052834,1.04491874596663,1.64413863732634,1.648,124.349823424614,0.465824803912007,87.44566639904,0.99999,1e-05,"#D34B99FF","sierras","newberryi_virginialakes","newberryi"
"129-068",129,25.956,22.422,25.885,20.3165,3.4845,1.831,1.9325,2.896,68.689,54.326,148.394,6.2895,3.0645,142.9165,5.316,-14.363,1.1577673611512,1.00382504852139,1.27758225690792,1.27452638272675,1.90603413934738,0.845618100196298,1.50003990459321,1.75725,116.233750572988,0.500117911340083,87.8222638741845,NA,NA,"#CB4590FF","sierras",NA,NA
"129-069",129,26.3585,22.7695,27.0495,18.8625,2.851,1.8905,1.775,3.427,42.9295,42.9295,154.154,5.6575,3.036,162.9165,4.742,0,1.15762176275558,0.975298403765286,1.39738310777242,1.43427047560986,1.62579160864031,0.838186557956385,1.93074969847013,1.38525,116.238404061944,0.501638043168114,87.2991182621841,0.980775,0.019225,"#CA4591FF","sierras","hybrids_virginialakes","hybrid"
"129-070",129,25.179,22.2835,26.464,20.0215,3.3845,1.427,1.9035,3.021,61.8585,46.608,144.3755,5.2125,2.6485,153.766,4.8115,-15.251,1.11136122881356,0.951443470374849,1.24488282408781,1.30841491150005,2.39358289172022,0.94767625439206,1.58629183372183,1.20775,120.838372132252,0.489885256994831,88.3420805134979,NA,NA,"#D04893FF","sierras",NA,NA
"129-071",129,27.264,24.2595,27.064,19.9475,3.144,2.356,1.823,3.407,44.6755,44.6755,154.0455,5.457,2.7705,161.279,5.4995,0,1.12391980193511,1.01054417820664,1.36681583169978,1.3584670092496,1.33790669077758,1.0074671689008,1.87572797083745,2.0815,109.636521768905,0.549325126058428,89.2835421282384,0.986328,0.013672,"#C83984FF","sierras","hybrids_virginialakes","hybrid"
"129-072",129,28.385,24.5155,26.8345,22.505,3.8015,1.81,1.907,3.354,45.4745,41.166,149.1415,5.973,2.6325,165.384,5.6115,-4.3085,1.15794095369121,1.05777779461826,1.26147847969394,1.19249294760578,2.10076573128162,0.94148295101042,1.78620806546274,1.398,169.540438047952,0.256991781453887,85.3668755202011,NA,NA,"#E58CC1FF","sierras",NA,NA
"129-073",129,25.623,22.3895,27.843,18.312,2.5325,1.8045,1.8155,3.0825,49.898,49.898,148.1375,6.5875,2.8385,161.9645,4.337,0,1.14444932367921,0.920519516277622,1.39950267349534,1.52041865621627,1.43203489721101,0.657959534980345,1.7061134214282,1.306,122.504881010513,0.452643397868545,88.2421779070993,0.977462,0.022538,"#D05298FF","sierras","hybrids_virginialakes","hybrid"
"129-074",129,28.0685,25.1645,28.147,21.77,3.473,1.6465,1.801,3.8325,55.5865,36.6145,148.7745,6.3875,2.6015,155.639,5.119,-18.9725,1.11532000449729,0.997135797412676,1.28927317784513,1.2929078753094,2.09951457028291,0.803484969406757,2.13891012389474,1.43175,121.894973298604,0.47299053138636,86.4648320855098,NA,NA,"#CC4E97FF","sierras",NA,NA
"129-075",129,24.0155,20.112,27.1595,19.527,3.3035,1.517,1.706,2.771,53.414,53.414,149.7085,6.0055,2.5665,156.8775,4.821,0,1.19431238850076,0.884079506087085,1.22983321084667,1.39120763805483,2.21157988675529,0.802807383691252,1.62489547230016,0.7485,141.295342124847,0.399459114585728,86.1982734881352,0.930616,0.069384,"#DE5FA8FF","sierras","hybrids_virginialakes","hybrid"
"129-076",129,21.472,17.887,24.2555,16.8865,2.836,1.543,1.9675,2.951,59.3625,53.1125,148.5955,4.898,2.8625,152.043,4.379,-6.25,1.20036195000311,0.885175339300447,1.2714414261055,1.43641067371175,1.88633237767462,0.894755460156695,1.50028535671786,1.1395,118.962000366255,0.478601371662519,87.282962530347,NA,NA,"#CC4B93FF","sierras",NA,NA
"129-077",129,27.0175,24.5675,29.2215,20.8085,3.074,2.518,2.104,3.313,51.3055,51.3055,148.904,6.039,3.349,159.7905,5.5925,0,1.1003570876791,0.925163206854181,1.2983463229836,1.40422053054362,1.22380552565211,0.928695716228571,1.5817565722439,1.90575,128.043816156853,0.453731477936518,86.6458953606273,0.958099,0.041901,"#D4509EFF","sierras","hybrids_virginialakes","hybrid"
"129-078",129,24.611,22.1105,24.197,19.276,2.279,1.701,1.72,2.4935,42.7805,42.7805,150.187,4.427,2.7795,167.033,3.98,0,1.11298658428142,1.01705859514333,1.27668385728846,1.25552586273406,1.33576243736331,0.897492773537562,1.49477211193427,1.114,121.10703221235,0.464726042127934,87.4012500701657,NA,NA,"#CB5198FF","sierras",NA,NA
"129-079",129,27.8815,24.0945,27.2045,19.796,3.445,1.6835,1.8395,3.0045,52.9805,48.2375,148.3915,5.404,2.719,158.628,5.1285,-4.7425,1.1573084652779,1.024876719705,1.40907835413637,1.37485294061946,2.0480678972613,0.948887327992774,1.63514908256881,1.723,117.935214224517,0.49428223010343,87.9657747613235,0.99999,1e-05,"#CC4791FF","sierras","newberryi_virginialakes","newberryi"
"129-080",129,26.228,22.291,26.035,20.657,3.269,1.845,1.688,2.2095,71.7715,62.986,141.971,5.8835,2.976,146.258,5.114,-8.785,1.17661836615674,1.00741309775302,1.28739017326854,1.27791685073381,1.87252170644616,0.870051765597792,1.29856469207663,1.131,113.586236195803,0.51465293735555,86.9209605474385,NA,NA,"#C7418EFF","sierras",NA,NA
"129-081",129,24.1595,20.977,28.796,22.7115,5.136,2.4235,3.894,4.947,56.895,44.904,146.2605,7.5475,3.672,156.845,7.56,-11.991,1.15203609540072,0.8389749628599,1.06413783759961,1.26832575200903,2.14198275175599,1.00347475046447,1.27512640165092,0.899,132.334276619986,0.336287796691498,71.5429664740038,0.43203,0.56797,"#B770B2FF","sierras","hybrids_virginialakes","hybrid"
"129-082",129,26.7505,22.9535,28.817,19.904,3.634,1.64,2.1175,3.6405,70.209,56.0895,142.1135,4.545,3.4285,147.6775,5.274,-14.1195,1.16532595686502,0.928319329286956,1.34383825531525,1.4478999910013,2.21924873375382,1.1682215100507,1.71903094507945,1.16566666666667,130.638759518684,0.418590580290279,86.0847247701017,0.984857,0.015143,"#D35BA1FF","sierras","hybrids_virginialakes","hybrid"
"129-083",129,25.4225,21.378,30.3925,22.181,5.337,1.9015,3.217,4.8925,78.785,46.6225,134.348,6.3025,3.739,146.8675,7.239,-32.163,1.18898090953914,0.836345868070943,1.14624806676256,1.37117766660631,2.81624098907061,1.1489999256293,1.52036785794352,1.2085,153.054725086831,0.292966346001205,70.130567629733,0.485493,0.514507,"#C67FC1FF","sierras","hybrids_virginialakes","hybrid"
"129-084",129,25.8115,22.0885,25.4065,21.53,2.683,1.7055,1.774,2.8835,60.1305,43.3585,152.7135,5.2275,2.5235,147.1555,4.389,-16.7725,1.1686500969602,1.0159486994175,1.19904863302224,1.18019060260657,1.57454006712962,0.839691526078294,1.64043946957558,1.2795,126.001009902115,0.448441129869947,87.4529027991447,0.99999,1e-05,"#D2559AFF","sierras","newberryi_virginialakes","newberryi"
"129-085",129,26.655,23.855,28.0125,19.873,3.001,1.84,2.397,3.6855,53.03,53.03,152.9415,7.5565,3.141,154.0285,4.8405,0,1.11742016836364,0.953191143680232,1.34163285771279,1.41080717591287,1.63146801260876,0.639602704788807,1.54068458833694,1.85125,116.545046471113,0.449262803704497,88.1221166693101,0.978594,0.021406,"#C85593FF","sierras","hybrids_virginialakes","hybrid"
"129-086",129,27.338,24.0935,32.687,21.972,3.443,2.4325,2.397,3.98,56.883,56.883,150.839,6.1775,3.8645,152.2785,5.876,0,1.13513652807929,0.836359644724383,1.2481921099494,1.49235753179238,1.77096955003932,0.951762751772791,1.69240484832293,1.66175,137.995796257973,0.374995396585052,85.2919689351631,0.98417,0.01583,"#D567AAFF","sierras","hybrids_virginialakes","hybrid"
"129-087",129,26.291,22.548,26.5725,22.827,3.221,1.5675,1.961,3.505,50.66,44.5505,148.648,4.855,3.062,160.692,4.789,-6.11,1.16624498353155,0.989671928073458,1.15260252056866,1.16572111339332,2.31254988134654,0.987787357206678,1.78794005369956,1.33275,128.434069737817,0.454754843874126,87.3184794878514,0.947849,0.052151,"#D3539CFF","sierras","hybrids_virginialakes","hybrid"
"129-088",129,24.61,20.812,27.5555,19.5935,3.784,1.9765,2.4555,3.685,52.1875,52.1875,154.8395,5.8185,3.4405,152.9735,5.7605,0,1.18246799844841,0.893631601230027,1.25612172222191,1.40626324200038,2.02167059712392,0.990234073372791,1.5081260867349,1.10075,129.820037499321,0.43144201386336,87.5657316446487,0.970344,0.029656,"#D35A9FFF","sierras","hybrids_virginialakes","hybrid"
"129-089",129,26.122,22.401,30.6825,21.897,4.011,1.8105,2.392,3.8055,47.4025,41.1375,163.6635,5.801,3.401,148.934,5.821,-6.265,1.16629163359579,0.8514301613786,1.19340581247,1.40137459562473,2.34008660715978,1.00539804453956,1.59179581315583,1.30225,142.481506248341,0.381652300315105,83.8214124191429,0.892093,0.107907,"#DB63ACFF","sierras","hybrids_virginialakes","hybrid"
"129-090",129,30.56,27.986,34.021,25.526,4.778,1.682,2.434,3.463,84.164,46.441,149.726,6.452,3.159,126.11,6.46,-37.723,1.09197455870793,0.898268716381059,1.19721068714252,1.3327979315208,2.84066587395957,1.00123992560446,1.4227608874281,1.016,116.185202286059,0.438280410002968,76.9259114003386,0.697009,0.302991,"#B454A1FF","sierras","hybrids_virginialakes","hybrid"
"129-091",129,25.8965,22.9405,28.6605,20.708,3.546,1.758,2.0805,3.7245,57.2745,43.1365,153.8115,5.3145,2.9295,148.915,5.304,-14.138,1.12874536332743,0.903488465440291,1.25059454687503,1.38406797668307,2.01924041771192,0.997996252511149,1.78834589840244,1.14333333333333,147.843892744762,0.338744148826294,83.3365390661013,0.995204,0.004796,"#DB70B3FF","sierras","hybrids_virginialakes","hybrid"
"129-092",129,25.4275,21.714,23.068,18.2035,3.5715,2.5845,2.393,3.9855,50.503,50.503,156.8445,5.4505,2.872,152.653,6.156,0,1.17102835138583,1.10418842396305,1.39847164343114,1.2707156472232,1.40711990483772,1.14018824807978,1.66437787636894,1.20625,130.335217305909,0.433732432470949,86.6065109927228,0.99999,1e-05,"#D457A1FF","sierras","newberryi_virginialakes","newberryi"
"129-093",129,27.7075,23.8805,29.6565,22.076,3.201,1.8225,2.831,3.433,42.4305,28.503,161.5885,6.4295,3.715,155.981,5.024,-13.927,1.16025813305472,0.935207769309175,1.25537411005238,1.3431007570615,1.75715958432941,0.7814006362801,1.21223716693836,1.45425,134.278636228327,0.412277195448839,87.9465832156263,0.960918,0.039082,"#D85FA1FF","sierras","hybrids_virginialakes","hybrid"
"129-094",129,27.0255,24.234,27.258,20.401,2.896,2.16,2.1775,3.4965,59.4325,53.856,151.3625,5.9565,3.51,149.205,5.0555,-5.5765,1.11479629406552,0.991114567010635,1.32457725466483,1.33602742969318,1.53651459669509,0.848662065417031,1.60568697769297,1.38325,144.443916456458,0.316775507558605,76.2935727599414,0.878425,0.121575,"#C877B7FF","sierras","hybrids_virginialakes","hybrid"
"129-095",129,29.1355,25.245,29.741,22.9775,2.774,1.9365,2.28,3.6325,53.623,46.2675,156.0835,5.8545,3.111,150.294,4.7105,-7.3555,1.15412108411036,0.979694159074961,1.26797865695381,1.29436772682114,1.44739656990256,0.804591738031648,1.59216531479217,1.66175,126.833732898063,0.452770751316678,87.3467392411093,0.99999,1e-05,"#D2539BFF","sierras","newberryi_virginialakes","newberryi"
"129-096",129,27.3565,23.2415,28.7505,21.3865,2.7165,1.6825,2.374,3.272,56.9125,56.9125,155.052,5.473,2.919,148.0355,4.3985,0,1.17762964814106,0.951546265220642,1.27952057880997,1.34458743742291,1.62096291940099,0.803903169506617,1.37428927908116,1.3155,139.394365193506,0.332566743178999,74.7587910628977,0.902344,0.097656,"#C173B5FF","sierras","hybrids_virginialakes","hybrid"
"129-097",129,25.2155,22.79,26.242,19.712,3.6275,1.6145,2.3735,3.801,66.4955,45.5425,142.368,6.381,2.9365,151.1365,5.2415,-20.953,1.10657637943579,0.961187119876611,1.27917170253146,1.33103082559305,2.30778187509078,0.82150350999253,1.6032473502632,0.989,132.463186965288,0.422284180629279,87.7346586898753,0.99999,1e-05,"#D75BA0FF","sierras","newberryi_virginialakes","newberryi"
"129-098",129,27.824,23.229,28.519,22.055,4.8365,1.9,2.4075,3.988,77.715,53.407,152.0985,5.3715,3.341,130.186,6.7365,-24.3085,1.19773626007314,0.976721140217627,1.26264334471066,1.29287905564918,2.56270957863531,1.25623068585115,1.65957699410782,1.29875,129.671192349367,0.426715154742258,85.6267292692526,0.876053,0.123947,"#D258A1FF","sierras","hybrids_virginialakes","hybrid"
"129-099",129,27.989,23.907,28.619,21.8515,4.5045,1.828,2.502,3.7455,55.4915,49.9945,151.757,5.0635,3.3015,152.7515,6.333,-5.497,1.17084869057111,0.978003376713222,1.28089753429356,1.30970560991181,2.49344066623922,1.25356917800557,1.4982775834331,1.716,106.043522019639,0.455404495287205,79.1987107342082,0.90263,0.09737,"#A95397FF","sierras","hybrids_virginialakes","hybrid"
"129-100",129,27.6325,23.7995,30.567,22.822,4.321,1.5635,2.3275,3.659,63.647,46.4855,143.4895,6,2.816,152.8635,5.885,-17.1615,1.16218212396275,0.903963513571506,1.21075375296381,1.33943758781801,2.85539215686275,0.980824262693988,1.57557088430779,0.733,146.426476591785,0.315818311347411,79.9290786344386,0.81978,0.18022,"#CE79B4FF","sierras","hybrids_virginialakes","hybrid"
"129-101",129,25.3355,23.41,28.5255,20.905,3.9965,2.255,2.603,4.204,45.9655,45.9655,159.844,6.034,3.5025,154.191,6.2515,0,1.08234892490633,0.888402484372906,1.21195594775052,1.36460146416362,1.83564610313087,1.03614290173569,1.61463563350754,1.19975,151.052092625467,0.333969555515801,86.4989850480752,0.933008,0.066992,"#E174B0FF","sierras","hybrids_virginialakes","hybrid"
"129-102",129,24.972,21.9565,28.918,20.7705,3.5175,2.2995,2.392,3.7595,35.512,35.512,160.468,4.783,3.432,164.0205,5.817,0,1.13724416717209,0.864311735664992,1.20309110787726,1.39206044657456,1.57613460523916,1.33200919924733,1.57041738245212,1.09,140.626610439359,0.369537720708381,83.6691631314019,0.95261,0.04739,"#D46AACFF","sierras","hybrids_virginialakes","hybrid"
"129-103",129,26.7905,22.863,29.6175,21.6635,3.5385,2.072,2.4605,4.053,67.506,67.506,136.902,6.8425,3.4315,155.592,5.61,0,1.17253694752642,0.90456917973584,1.23686854342919,1.36733492682397,1.70914189200689,0.819941742020343,1.65014381355389,1.4965,133.288167183597,0.414711464296802,86.7826237141814,0.842091,0.157909,"#D65EA2FF","sierras","hybrids_virginialakes","hybrid"
"129-104",129,28.3185,24.146,27.683,21.9035,4.153,1.465,2.297,3.436,69.2095,46.1,147.997,6.488,3.3175,142.7935,5.618,-23.1095,1.1727633574462,1.02292522270355,1.29305309126686,1.26424981873873,2.88089539604688,0.873337957648345,1.49646528093612,1.44625,124.387832219065,0.44266225001043,88.9436604610239,0.874829,0.125171,"#CF5997FF","sierras","hybrids_virginialakes","hybrid"
"129-105",129,27.65,22.722,28.8995,22.3535,4.0555,1.813,2.37,3.3535,38.454,38.454,155.333,5.9005,3.595,166.214,5.8685,0,1.21715828972133,0.956788356345765,1.23736599359748,1.29314107371263,2.31825654645249,0.995725433331787,1.41536731452405,1.25825,144.370902037747,0.370597566405189,84.6989281805426,0.916069,0.083931,"#DC67ADFF","sierras","hybrids_virginialakes","hybrid"
"129-106",129,25.833,21.621,33.369,25.741,5.069,2.386,2.93,4.693,50.849,32.797,150.548,7.423,3.321,158.603,7.455,-18.052,1.19481060080477,0.77416164703767,1.00357406472165,1.29633658366031,2.12447611064543,1.00431092550182,1.60170648464164,0.9365,151.132489938286,0.301311346163789,68.5360209336716,0.254671,0.745329,"#C37BC1FF","sierras","hybrids_virginialakes","hybrid"
"129-107",129,25.0845,20.6135,26.0665,20.189,3.6055,2.366,2.3935,3.3025,73.279,73.279,147.9115,5.542,2.9775,138.8095,5.972,0,1.21686884709285,0.962820713294332,1.24299459962701,1.29104502962398,1.58661379018147,1.08063425699635,1.38032941517922,0.83625,136.362554273834,0.333400001913316,73.7037107865932,0.848628,0.151372,"#BB72B4FF","sierras","hybrids_virginialakes","hybrid"
"129-108",129,26.451,21.352,31.598,23.308,6.277,2.364,2.204,3.393,78.769,39.948,142.675,5.797,4.078,138.556,8.641,-38.821,1.23880666916448,0.837109943667321,1.13484640466793,1.35567187231852,2.65524534686971,1.49059858547525,1.53947368421053,0.609,123.584887154781,0.330799781063994,63.6354476517768,0.073024,0.926976,"#A26FB4FF","sierras","hybrids_virginialakes","hybrid"
"129-109",129,28.4095,24.307,35.3505,25.3195,6.1345,1.1235,3.5585,4.6235,71.5045,35.5535,140.4885,7.109,4.7095,148.0065,7.258,-35.951,1.17109138117092,0.804392544811249,1.12190584073469,1.39661441762308,5.73435165588951,1.02046204227862,1.2984100255272,1.54875,121.218382343432,0.390945622914618,78.5545440320013,0.312028,0.687972,"#B564A4FF","sierras","hybrids_virginialakes","hybrid"
"129-110",129,32.23,26.038,34.575,26.704,4.467,2.4295,3.0855,4.0225,59.351,50.478,143.9905,7.963,3.5185,156.6585,6.896,-8.8735,1.23784651818768,0.932382427189188,1.20693014296992,1.29472334172007,1.86228636973009,0.866908711130201,1.3034593075689,1.07575,141.632847273326,0.3358183041287,75.6195370271059,0.259186,0.740814,"#C771B5FF","sierras","hybrids_virginialakes","hybrid"
"129-111",129,26.857,22.0045,33.1455,26.653,6.1115,3.1465,3.611,5.3525,81.085,35.979,141.911,10.241,4.3105,137.004,9.258,-45.106,1.22051246645017,0.810277849731418,1.00764562015472,1.2436385015927,2.12147961729875,0.904141068670265,1.47982266230341,1.063,173.181519653382,0.182995068327143,53.1546637574804,0.080636,0.919364,"#C0A1D2FF","sierras","hybrids_virginialakes","hybrid"
"129-112",129,25.023,23.0705,29.153,23.761,4.791,1.6175,3.253,4.2335,56.8035,36.3395,150.9755,7.6715,2.9495,152.2215,6.4085,-20.464,1.08479037592334,0.853668576132817,1.05311248550086,1.226874842185,2.97194449003747,0.838846065891805,1.30693576160706,0.692,167.208668527578,0.239631852711084,67.4408637273953,0.23503,0.76497,"#CE8ECAFF","sierras","hybrids_virginialakes","hybrid"
"129-113",129,31.087,25.576,34.244,24.46,3.927,2.013,3.255,4.054,57.618,38.488,146.173,8.196,3.094,156.209,5.939,-19.13,1.21547544573037,0.907808667211774,1.27093213409648,1.4,1.95081967213115,0.724621766715471,1.24546850998464,1.129,137.897781185369,0.328589998863071,76.705094931932,0.275419,0.724581,"#C273B2FF","sierras","hybrids_virginialakes","hybrid"
"129-114",129,26.624,22.2945,28.2095,23.2525,4.0755,1.8035,1.8225,3.3,66,49.856,136.2445,5.6325,3.645,157.7555,5.879,-16.144,1.19365837274373,0.943663981185737,1.14458923741242,1.21326030501606,2.25898587735287,1.05236775878443,1.82215671193352,1.45833333333333,144.049959797994,0.379368214275433,85.3520916845739,0.779412,0.220588,"#DB66ADFF","sierras","hybrids_virginialakes","hybrid"
"129-115",129,24.614,20.9195,28.1715,23.6425,4.8065,1.9985,2.9225,4.1805,45.7025,24.792,154.9175,7.4005,3.238,159.38,6.805,-20.9105,1.17779548331254,0.873750815445707,1.04104140283645,1.19148121778645,2.40958091853857,0.918860445832228,1.43670290579357,0.397,134.833644657068,0.323816001885771,70.7175658474604,0.265878,0.734122,"#B872B6FF","sierras","hybrids_virginialakes","hybrid"
"129-116",129,25.51,22.2965,28.7,21.0425,4.526,1.444,2.796,3.9435,75.302,43.3725,142.9985,5.149,3.8305,141.7005,5.97,-31.9295,1.14397610562769,0.889054747668277,1.21224127201511,1.36393941358095,3.20788253477589,1.15915801138815,1.41452916688049,1.92225,117.728618467444,0.455617302267039,80.882362476495,0.837332,0.162668,"#BD509DFF","sierras","hybrids_virginialakes","hybrid"
"129-117",129,29.1805,27.207,30.319,24.3765,4.5695,2.003,2.3005,3.201,65.7795,55.9155,139.7525,6.7005,2.899,154.4675,6.5725,-9.8645,1.06937290640413,0.858042811438372,1.19366623764762,1.30135633959997,3.40429049079419,0.980020179600449,1.39453554523215,1.2455,118.251637475895,0.417784982200429,82.4255117172304,0.772247,0.227753,"#B9609CFF","sierras","hybrids_virginialakes","hybrid"
"129-118",129,27.18,24.784,29.1465,20.096,3.6925,2.215,2.479,3.397,68.622,45.1995,155.13,6.1055,3.0345,136.2475,5.907,-23.4225,1.09530088675144,0.932000539783024,1.35043934926689,1.44873766850781,1.66642220444109,0.968201568493978,1.38116764980631,1.27175,119.717008078348,0.416053166445222,77.535953818736,0.72743,0.27257,"#B35EA3FF","sierras","hybrids_virginialakes","hybrid"
"129-119",129,28.716,24.384,29.274,23.041,3.851,1.6515,2.1975,3.659,60.7195,29.1905,149.213,6.791,3.52,150.0675,5.5025,-31.529,1.1775199482881,0.981250787055586,1.24615781754692,1.27026076194776,2.33359871384619,0.814549301002885,1.68080520494875,1.18625,150.659457678538,0.290319298722817,69.5550807727278,0.533605,0.466395,"#C47EBFFF","sierras","hybrids_virginialakes","hybrid"
"129-120",129,27.0045,23.768,27.717,21.485,3.7025,1.773,2.01,3.133,62.8115,50.2085,149.175,4.706,2.656,148.0135,5.475,-12.603,1.13627158518424,0.974905897364987,1.25741631981602,1.29160376175287,2.22860599595609,1.16341725230156,1.56136309748123,1.10075,131.653956452738,0.413625936026081,88.1472068793553,0.939471,0.060529,"#D5609FFF","sierras","hybrids_virginialakes","hybrid"
"129-121",129,30.462,22.29,36.7535,28.4085,7.157,3.072,3.69,4.7825,95.8945,55.5085,134.0995,9.811,4.803,130.006,10.2285,-40.387,1.36707217733791,0.828855493607213,1.07238119902539,1.29379125749767,2.59974945301652,1.04225590481967,1.28851185720032,1.002,164.398094765018,0.231676312973944,68.0634511158937,0.130593,0.869407,"#CA92C8FF","sierras","hybrids_virginialakes","hybrid"
"129-122",129,29.327,23.978,31.936,23.9705,5.722,1.5105,2.5465,4.6075,53.262,33.287,150.705,6.717,3.7625,156.033,7.2325,-19.975,1.22216995044435,0.918308415605831,1.22332885865416,1.33215485220983,3.96087005400738,1.07589556062716,1.81546911508993,1.27325,132.783531388794,0.365541783010844,75.9218353716639,0.45588,0.54412,"#C068AEFF","sierras","hybrids_virginialakes","hybrid"
"129-123",129,29.458,24.781,37.014,26.678,7.607,1.956,3.561,5.323,83.92,38.506,133.986,NA,4.379,142.095,9.563,-45.413,1.18873330374077,0.795861025557897,1.10420571257216,1.38743533998051,3.88905930470348,NA,1.4948048301039,1.0215,118.665659076983,0.364314167920507,68.8345988183694,0.115334,0.884666,"#A268ADFF","sierras","hybrids_virginialakes","hybrid"
"129-124",129,25.8915,23.4055,28.7835,22.724,4.109,2.027,2.9725,3.4475,28.8595,28.8595,161.567,7.764,2.7205,169.5735,6.136,0,1.10937660486781,0.900737222465255,1.13994911400507,1.26656735790819,2.02157591964773,0.790478088984186,1.16573505888964,0.698,140.273814528453,0.331126530056274,73.7803790377397,0.515367,0.484633,"#C074B7FF","sierras","hybrids_virginialakes","hybrid"
"129-125",129,25.448,22.06,30.572,22.857,5.614,1.431,2.382,3.786,76.059,49.597,145.274,5.678,3.468,138.667,7.046,-26.463,1.15358114233908,0.83239565615596,1.11335695848099,1.3375333595835,3.92313067784766,1.24092990489609,1.58942065491184,0.9395,117.765529070337,0.37992631528911,73.4201061154567,0.258145,0.741855,"#AD62A8FF","sierras","hybrids_virginialakes","hybrid"
"129-126",129,26.219,22.288,28.421,23.441,5.45,1.463,3.144,4.167,51.907,27.963,142.387,7.1,2.731,165.706,6.913,-23.944,1.17637293610912,0.92252207874459,1.1185103024615,1.21244827439102,3.72522214627478,0.973661971830986,1.32538167938931,0.732,145.903855343704,0.248983676490643,60.6726818190269,1e-05,0.99999,"#B189C3FF","sierras","davidsonii_virginialakes","davidsonii"
"129-127",129,27.536,22.285,29.919,23.5595,4.962,1.4885,2.496,4.01,45.692,27.2185,148.483,6.845,3.6025,165.8255,6.4495,-18.4735,1.23533121026966,0.920565243064556,1.16852167185815,1.26949269496656,3.37879906830171,0.94217831400473,1.60664110254243,0.99175,100.547656586239,0.508756762313247,79.5423057392568,NA,NA,"#A54591FF","sierras",NA,NA
"129-128",129,29.281,24.6235,32.0965,23.751,5.26,1.3095,2.6115,3.818,65.2605,38.188,148.81,6.5745,3.8015,145.93,6.569,-27.0725,1.18880087956782,0.911919071290534,1.23272521566823,1.35228190893227,5.79971849757674,0.999830484331671,1.46922769296835,1.70825,131.130641065567,0.363724840574885,73.7986840542135,0.465811,0.534189,"#BA6AB0FF","sierras","hybrids_virginialakes","hybrid"
"129-129",129,31.3145,24.3575,36.6945,24.8425,6.215,2.462,3.2325,4.7885,44.4705,39.148,149.856,7.2995,3.84,165.6735,8.6765,-5.3225,1.28597979140373,0.853348395920244,1.26086784415236,1.4772874868416,2.84284974330068,1.18847217682256,1.48699945965011,1.0985,149.103308149022,0.267929875453301,71.8468189694605,0.291926,0.708074,"#C186BDFF","sierras","hybrids_virginialakes","hybrid"
"129-130",129,28.133,24.012,30.724,21.31,5.235,0.846,2.543,3.695,61.933,30.742,147.656,7.11,3.268,150.41,6.081,-31.191,1.1716225220723,0.915668532743132,1.32017832003754,1.44176442984514,6.18794326241135,0.855274261603375,1.45300825796304,1.299,113.971456776341,0.441832018045425,82.0299840002187,0.469294,0.530706,"#B75798FF","sierras","hybrids_virginialakes","hybrid"
"129-131",129,24.629,20.694,31.98,22.579,5.319,2.758,3.53,4.987,64.327,28.282,152.32,6.536,3.709,143.353,8.077,-36.045,1.19015173480236,0.770137585991245,1.09079232915541,1.41636033482439,1.92857142857143,1.23577111383109,1.41274787535411,0.962,146.60280865075,0.263533310574087,66.9391385773819,1e-05,0.99999,"#B885BEFF","sierras","davidsonii_virginialakes","davidsonii"
"129-132",129,26.7895,23.5065,28.827,22.147,4.553,2.0545,2.5785,4.8485,74.833,42.892,136.8895,6.623,3.348,148.2775,6.6075,-31.942,1.1394270074703,0.92923474243125,1.20939618529215,1.30146792845712,2.31434577793966,0.997576523168058,1.88035878497057,0.85,131.770058103563,0.365286500360984,73.2245805626395,0.455923,0.544077,"#BB68B1FF","sierras","hybrids_virginialakes","hybrid"
