"newID","pop","blue_brightness","green_brightness","yellow_brightness","red_brightness","total_brightness","chroma","hue_radians","hue_degrees","modified_hue","rgb"
"132-011","132",0.270849451767056,0.191770872381456,0.170193910078234,0.367185765773254,174.930015217958,0.202242238160889,5.76224270864031,330.152187735121,60.1521877351212,"#CC9AD1FF"
"132-012","132",0.252430568740276,0.163599381162175,0.162677170218725,0.421292879878825,153.986932449296,0.272876550526051,5.94803008228601,340.79702013184,70.79702013184,"#CA81C2FF"
"132-013","132",0.240903701127415,0.159184905267132,0.151754326210459,0.448157067394995,142.542556696917,0.302411179576642,5.98394408287311,342.854740790911,72.8547407909111,"#BE7BB8FF"
"132-014","132",0.263402615755385,0.154234107328628,0.128897446258337,0.45346583065765,130.088537629409,0.328072042191781,5.86074584176039,335.796001531717,65.7960015317171,"#AC6FB7FF"
"132-015","132",0.218874629228473,0.14335139607824,0.147280055161277,0.490493919532011,133.206148704038,0.354448465401834,6.07979728666997,348.346724821279,78.3467248212785,"#BF6EADFF"
"132-016","132",0.209390939633803,0.111429658628433,0.166411211175623,0.512768190562141,132.793669217705,0.40363334137933,6.17650094347998,353.887436219974,83.8874362199739,"#CF60A5FF"
"132-017","132",0.243063694428943,0.14147640120984,0.129838834186093,0.485621070175125,132.11158471125,0.362291901861245,5.96533649498678,341.788604538106,71.7886045381057,"#B669B3FF"
"132-018","132",0.252969545800504,0.151339854496587,0.141111791334486,0.454578808368423,140.419092079396,0.323212036254013,5.92979387423044,339.752162375934,69.7521623759338,"#BC73BBFF"
"132-019","132",0.262234562646122,0.193343744507787,0.128079951083327,0.416341741762764,126.903885849033,0.260241362168459,5.74159340534439,328.96906980638,58.9690698063798,"#9981BBFF"
"132-020","132",0.242646218217392,0.166818768256691,0.140300339628409,0.450234673897507,130.231264071592,0.3013291463406,5.93664255355388,340.144562796405,70.144562796405,"#AD79B3FF"
"132-021","132",0.24907716293594,0.177725409603471,0.176896351214354,0.396301076246235,170.313710718157,0.230185559123755,5.96422799961661,341.725092431785,71.7250924317854,"#D492CAFF"
"132-022","132",0.252285313212269,0.211301802577817,0.176106429270109,0.360306454939806,180.315199891275,0.167348763915932,5.8105768975009,332.921532763022,62.9215327630218,"#CBA7D0FF"
"132-023","132",0.246662526591634,0.18387462695984,0.202738149421166,0.366724697027361,194.140286987667,0.188051851981071,6.04743162925175,346.492309250049,76.4923092500487,"#EAA3D3FF"
"132-024","132",0.260388410742399,0.164236126709272,0.144758876699359,0.43061658584897,144.898939065235,0.290394108332946,5.87365185386022,336.535461555383,66.5354615553826,"#B97DBEFF"
"132-025","132",0.235787522302223,0.164151655829243,0.201494055229662,0.398566766638871,176.56553617238,0.236910291164709,6.13792200380087,351.677025798271,81.6770257982713,"#E791C6FF"
"132-026","132",0.261130881531538,0.204767229784744,0.171700471989565,0.362401416694153,170.615380893614,0.18123557882887,5.76713526965186,330.432510832093,60.4325108320934,"#C3A1CDFF"
"132-027","132",0.222953732391597,0.12554199947296,0.143184307973172,0.50831996016227,126.010377457833,0.391001442786997,6.07772978742784,348.228265840558,78.2282658405582,"#BD62A7FF"
"132-028","132",0.252739310762155,0.193245633090695,0.17018660124853,0.383828454898621,167.058838431752,0.207693913768105,5.8744240614237,336.579705789678,66.5797057896777,"#C898CAFF"
"132-029","132",0.247818388732377,0.150244034592881,0.160926937254386,0.441010639420357,150.508638074966,0.303472145052638,5.99279698956467,343.361974980761,73.3619749807609,"#CA7ABEFF"
"132-030","132",0.227865095988488,0.109742025783315,0.138688904127679,0.523703974100518,117.276428944818,0.423458248059204,6.07100656359602,347.843053490273,77.8430534902733,"#B658A1FF"
"132-031","132",0.218345522595467,0.11654341982018,0.148591577040754,0.516519480543599,127.023483887942,0.406012884121026,6.11052643116599,350.107375108948,80.1073751089485,"#C25EA6FF"
"132-032","132",0.195903799090055,0.101555304305397,0.173559053470507,0.528981843134041,130.09021389078,0.428010202859507,6.23095545855537,357.007450109225,87.007450109225,"#D4599FFF"
"132-033","132",0.258466789460019,0.155984998936602,0.130556881899884,0.454991329703495,131.729179371044,0.325216436071,5.87895956434879,336.839570965255,66.8395709652548,"#AD72B7FF"
"132-034","132",0.180263963802297,0.0951182250004438,0.176747239866931,0.547870571330329,125.418579250789,0.452766004084288,6.27541802945796,359.554967768245,89.5549677682451,"#D45596FF"
"132-035","132",0.256063074630441,0.198013291841407,0.174223683999989,0.371699949528163,174.446068557055,0.192001929462077,5.84285029634404,334.770662307276,64.770662307276,"#CD9DCEFF"
"132-036","132",0.220178510069973,0.12775226871988,0.171120956999248,0.480948264210899,143.617450784234,0.356586672134811,6.14517219010743,352.092430874321,82.0924308743207,"#D46CB1FF"
"132-037","132",0.231927729321948,0.122706900349474,0.151554858498,0.493810511830577,132.757866008045,0.379707372615808,6.06990137586774,347.779730897873,77.7797308978732,"#C563AEFF"
"132-038","132",0.204953435992951,0.1045999033484,0.133801959804298,0.556644700854351,113.07557631157,0.457610130477921,6.12706697903173,351.05507869249,81.0550786924895,"#B6529AFF"
"132-039","132",0.223486196742475,0.111434995699592,0.135057516859109,0.530021290698824,120.298549188612,0.427824868126081,6.07499089384739,348.071338797863,78.0713387978627,"#BA57A3FF"
"132-040","132",0.200740269360245,0.0990167046796344,0.125471101606956,0.574771924353165,106.841179891366,0.481672582425949,6.1262759849701,351.009758071138,81.009758071138,"#AF4B95FF"
"132-041","132",0.246422660231548,0.193393000565396,0.192768945168373,0.367415394034682,184.736501987934,0.182105778515838,5.98411763305483,342.864684483858,72.8646844838576,"#DDA2CFFF"
"132-042","132",0.251700558519542,0.14545932324726,0.161204634144515,0.441635484088682,152.120872299789,0.309693123235332,5.9866467457704,343.009591968372,73.0095919683725,"#CD78BDFF"
