newID	pop	avg_long_stamen_length	avg_short_stamen_length	avg_pistil_length	avg_floral_tube_length	avg_crease_to_top_height	avg_crease_to_bottom_height	avg_tube_height_at_base	avg_tube_height_at_inflection	avg_mouth_angle	avg_platform_angle	avg_upper_petal_angle	avg_tube_width_at_mouth	avg_tube_width_at_base	avg_lower_petal_angle	avg_tube_height_at_mouth	avg_mouth_constriction_angle	avg_stamen_length_ratio	avg_longstamen_pistil_ratio	avg_longstamen_tube_ratio	avg_pistil_tube_ratio	avg_floral_crease_ratio	avg_mouth_height_width_ratio	avg_throat_inflation_ratio	avg_nectary_area	total_brightness	chroma	modified_hue
131-007	131	24.539	22.246000000000002	23.384999999999998	19.311999999999998	3.4284999999999997	1.6204999999999998	1.937	3.3285	43.958	43.958	147.583	5.6195	2.6475	168.459	5.0489999999999995	0	1.103177150915008	1.0493511689784125	1.2706549591261802	1.2108978357038604	2.147365178382333	0.8985804295225006	1.7185537244614357	1.441	130.664987221872	0.436773163449057	88.2423772250225
131-008	131	23.568	20.442	21.619	19.5125	2.4455	1.6145	1.8264999999999998	2.8419999999999996	75.8315	66.40950000000001	139.42149999999998	4.843500000000001	2.026	144.747	4.0605	-9.422	1.1530843608677404	1.090154427845861	1.208072501600749	1.1081755077246385	1.514583517187662	0.8391896179057796	1.5565149824195077	0.87	116.987010788336	0.50357781545461	87.7193499218127
131-009	131	21.485500000000002	18.490000000000002	23.9815	17.63	2.929	1.353	1.8755000000000002	3.1935	62.063	52.6535	149.48649999999998	5.859	2.2744999999999997	148.45100000000002	4.282	-9.4095	1.1610740302205909	0.8940439744131647	1.2160034309652397	1.360551320663469	2.176310449480643	0.8077870206997143	1.7117499971373935	0.87475	122.772508857281	0.430985884729597	81.6343644402082
131-010	131	24.0565	22.1595	26.428	17.5625	2.8115	1.978	1.782	3.019	56.5255	51.076	146.933	5.266500000000001	2.4095	156.542	4.7895	-5.4495	1.0858122230406213	0.8773270773422128	1.3693983183858132	1.5446840844000234	1.4462282860513405	0.909399647960957	1.728289719924962	0.7585000000000001	135.068033167157	0.40524753597521	85.6457676108642
131-011	131	26.408	24.787	26.8525	21.486	3.4665	1.1644999999999999	2.121	2.856	58.248999999999995	41.3625	147.041	5.951499999999999	2.4755000000000003	154.71	4.631	-16.886	1.065402386903505	0.9837778302004517	1.2294679369747061	1.2497616625114039	3.814280390314572	0.7779597765647035	1.3510530712844657	1.41875	130.25591875188	0.438955183744622	87.0306467657268
131-012	131	18.918	17.231	22.685	15.736	3.08	1.5225	1.709	3.0835	65.3045	50.582499999999996	147.9015	4.6195	2.7355	146.79399999999998	4.602	-14.722000000000001	1.0979049387731412	0.8538544863693808	1.2119930809148567	1.4414214564085306	2.029153605015674	1.015908996699288	1.8103232846127868	1.1252499999999999	123.293791916235	0.463297558607304	88.9139427689732
131-013	131	24.9425	21.497500000000002	27.588	18.485500000000002	3.128	1.269	1.6705	2.8	49.913	49.913	148.544	5.4025	2.7365000000000004	161.543	4.397	0	1.1607272418756827	0.9040835298050334	1.3492897090067886	1.4924093495641246	2.4937744318267354	0.8140423099207696	1.7030443796040742	1.1585	127.14494447836	0.45136613596627	88.0584295823137
131-014	131	23.5155	21.879	25.3035	17.98	2.752	1.6595	1.8895	3.083	50.3855	50.3855	152.842	4.970000000000001	2.923	156.772	4.412	0	1.074283009027114	0.9288411000420451	1.3073914765133892	1.4071649012522893	1.6908054653016182	0.8869243453014839	1.6310771878213908	1.3130000000000002	125.47997695779	0.400008654918214	82.7197639328784
131-015	131	24.941000000000003	23.1205	25.288	19.2845	3.3064999999999998	1.454	1.6400000000000001	2.947	46.179	46.179	150.445	5.5855	2.4665	163.376	4.76	0	1.0786209895061911	0.9861481808691607	1.2934008020257615	1.3117042189338821	2.275750946969697	0.8526747115294834	1.854681434327452	0.852	115.967922819408	0.500310468703976	86.6515144581157
131-016	131	25.058999999999997	22.0535	25.677500000000002	19.456	2.9265	1.53	1.4415	2.577	51.807	43.3895	149.79	5.343999999999999	2.4455	158.4035	4.4565	-8.4175	1.1360301426733566	0.9759985538862304	1.2876237585093975	1.3193531111243797	2.0477848637056266	0.8346443988138224	1.7869438201165662	1.09225	162.456834626367	0.292977031999132	84.0254449157321
131-017	131	26.125	25.051000000000002	26.8085	20.951500000000003	3.5665	1.8005	2.3274999999999997	3.5475	45.367	45.367	147.898	6.313000000000001	2.5330000000000004	166.735	5.3675	0	1.043805834087503	0.9742355693706172	1.2468164941324522	1.279467827368143	1.9885283857528004	0.8501897934134006	1.5239861405406363	1.308	123.733769693572	0.483372169489345	89.4022067529863
131-018	131	25.235500000000002	22.2335	25.142	18.558999999999997	2.8415	2.2415000000000003	2.175	3.223	49.3145	43.8905	148.239	6.787	2.6959999999999997	162.4475	5.083	-5.424	1.1349253624547528	1.0037984871827788	1.3596121743513008	1.354535516302145	1.3338036677507028	0.7489737814771038	1.4819936456246268	2.3545	128.086549562796	0.439823153932767	85.5094938947454
131-019	131	25.561500000000002	22.052500000000002	26.14	18.338	3.0435	1.7400000000000002	1.921	3.4234999999999998	54.363	48.2705	145	5.0395	2.642	160.6375	4.7835	-6.0925	1.1591237292593979	0.9778660556244243	1.393919198331011	1.4255291984953167	1.8031030903040985	0.950307286834532	1.7805174333979492	1.13475	126.848254484489	0.457739555781673	86.9622541432724
131-020	131	27.116500000000002	23.9005	28.6205	20.9375	2.7495	1.8525	2.0275	3.072	56.792500000000004	56.792500000000004	149.653	5.4855	2.707	153.555	4.602	0	1.1347356800213277	0.9476003980473472	1.295217429645316	1.3669117856330502	1.4859395481104618	0.8385620854850707	1.5139690800200785	1.6336666666666666	139.00193241736	0.392214581520549	84.1374891321167
131-021	131	23.949	19.7115	26.66	18.339	2.83	2.2145	1.9975	3.083	64.284	64.284	148.4375	4.702500000000001	2.9355	147.2785	5.0445	0	1.2149011344756269	0.8999270373685342	1.3061406479043254	1.4534375566132574	1.287398148449214	1.0722685284640172	1.5414356563268328	1.6855	146.538298767009	0.364180393673323	85.7584269549846
131-022	131	29.406	26.422	26.485	22.493499999999997	3.627	1.224	1.739	2.7445	36.838	36.838	158.8095	5.9559999999999995	2.7995	164.35199999999998	4.851	0	1.1129245739202922	1.110381357049619	1.3072991258636284	1.1774248640265472	2.967342668598101	0.8180419561101941	1.5996207457823268	2.07625	117.662134013767	0.466899644379651	88.2259890147471
131-023	131	21.972	19.706	24.8645	17.149	3.5469999999999997	1.6865	1.8980000000000001	3.0335	75.4815	57.7255	147.92450000000002	4.596	2.4219999999999997	136.594	5.2330000000000005	-17.756	1.113826439121321	0.8826664297002675	1.280071719213957	1.4498313823540576	2.1523642288639047	1.1424128339922417	1.5977649141072359	0.8262499999999999	148.619439887204	0.344314496523917	86.4593117641658
131-024	131	25.627000000000002	23.274	29.048000000000002	19.4815	4.168	1.3205	1.8955	2.95	66.517	58.8875	140.98700000000002	4.317	2.682	152.4955	5.4885	-7.6295	1.100600924645947	0.8819912755668213	1.3162191148057076	1.4924851408260187	3.2145047747804254	1.2950829890887672	1.568187002574661	1.66775	128.246385676152	0.452055049259747	87.1738666931508
131-025	131	24.304000000000002	21.7335	22.563000000000002	17.947499999999998	3.1500000000000004	1.084	1.5185	2.199	44.956	37.455	152.15050000000002	4.891500000000001	2.3194999999999997	162.89350000000002	4.2335	-7.501	1.1179357000959658	1.0808700298739335	1.3537685432298872	1.2560394455545154	2.9822746719348974	0.865284821520452	1.4512575382433777	1.133	123.026408968654	0.456632792852461	86.8673190006666
131-026	131	22.747999999999998	20.4675	24.1045	16.075499999999998	3.2009999999999996	1.27	1.8735	3.504	53.971000000000004	46.1565	152.95100000000002	5.686	2.5945	153.078	4.4704999999999995	-7.8145	1.1112207882731218	0.9434806637416282	1.4149363406703346	1.4993993239765284	2.5224450241152603	0.7877825037441024	1.8702083279795099	0.625	131.391517562133	0.420459480253938	87.9291217748089
131-027	131	27.275	24.092	30.0475	19.11	4.1625	1.4475	2.143	3.1384999999999996	48.4725	41.669	142.8015	5.766500000000001	3.069	168.7255	5.609999999999999	-6.804	1.1321320398929056	0.9081778591441441	1.4273176167740043	1.572162733714943	3.2353293637419016	0.9771290070061592	1.4643722236738959	1.59525	139.48769094055	0.392996320336903	85.9073171527135
131-028	131	25.333	22.7425	23.52	18.6585	3.1865	2.1845	1.726	2.9770000000000003	58.953	54.599999999999994	143.708	5.409	2.3049999999999997	157.339	5.3705	-4.353	1.114725954984836	1.0790103957824142	1.3576924313470449	1.2598405983471275	1.7289070289132602	0.9890997095240452	1.7257195648429258	1.0535	131.939556194406	0.401592520479448	86.3943987561474
131-029	131	23.722	20.6965	23.764499999999998	16.79	4.03	1.444	1.8435000000000001	2.6550000000000002	60.644999999999996	46.5805	150.512	4.8335	2.6879999999999997	148.8435	5.474	-14.065000000000001	1.146337317099975	0.9989541272260123	1.4130535553090824	1.4159269011738576	2.8047591499865017	1.1333056355922104	1.4415279274739803	1.195	125.054916188931	0.459428896209019	88.1825986317157
131-030	131	22.953	19.2725	24.651	17.822	3.723	1.463	1.914	3.011	49.209500000000006	42.3935	140.20049999999998	5.611	2.2325	170.5895	5.185499999999999	-6.8165	1.1913357724988505	0.9304648332317189	1.287856382584784	1.384712959313445	2.577871422610139	0.9242488757257442	1.5978051196712995	1.17025	128.214777284746	0.433758462151755	85.4861608992048
131-031	131	26.622500000000002	24.212	28.087	19.999	2.3899999999999997	1.6605	1.613	2.7495000000000003	59.6185	50.588499999999996	150.05450000000002	5.4775	2.2664999999999997	150.328	4.051	-9.03	1.0995904626772899	0.9478625842395498	1.3332526888894605	1.406554353057302	1.441233118603054	0.7408752251700402	1.7046742492727955	0.956	128.351645007795	0.440789783011833	86.933880188575
131-032	131	25.7095	22.1905	29.443	18.7155	2.953	1.5225	1.5910000000000002	2.8520000000000003	45.385000000000005	39.318	152.34550000000002	4.715999999999999	2.7215	162.269	4.476	-6.0665	1.1586039667444967	0.889175695411473	1.3739709320662608	1.5334895833333335	2.188664382212769	0.9497661887954596	1.7933644682566023	1.7836666666666667	157.541113833575	0.302586783188527	84.9298362244663
131-033	131	26.197499999999998	23.496499999999997	28.07	18.3785	4.1315	1.4860000000000002	1.744	2.8655	40.0235	40.0235	160.56150000000002	5.054	2.7640000000000002	159.415	5.6175	0	1.1156235721045844	0.9330201238039213	1.4250009883194301	1.5272681270357744	2.7800688382414545	1.1185179513324937	1.6451326617187951	1.37775	136.27562358285	0.397924734795936	86.0756488431211
131-034	131	24.618000000000002	21.296	26.305999999999997	17.985999999999997	3.278	1.8195000000000001	1.839	3.5090000000000003	33.5065	33.5065	159.03750000000002	5.0995	2.9459999999999997	167.45600000000002	5.0975	0	1.1561849072574661	0.9365175860695207	1.3691405932674319	1.4634389350439623	1.8108075362792344	1.000552776830937	1.9077266011537173	1.3447500000000001	116.095356364995	0.504059379162985	88.5740940499217
131-035	131	25.6085	23.012	29.2815	19.788	3.591	1.407	1.83	2.735	59.260000000000005	46.116	153.45350000000002	5.548	2.464	147.2865	4.9975000000000005	-13.144	1.112898859190788	0.875068543538654	1.2943857820731068	1.4803892731541888	2.553849068327688	0.9024760153185953	1.4952828380592795	1.169	135.155294418446	0.413404647427028	86.9933572642883
131-036	131	23.6525	21.3425	24.1345	17.623	2.81	1.508	1.8395000000000001	3.0575	53.79	53.79	143.50150000000002	6.032	2.5945	162.7095	4.318	0	1.1094661552273202	0.9799637067221791	1.3430690381720845	1.3705409102774526	1.8566792911086978	0.715942191498905	1.6626653933528763	1.0463333333333333	113.571997701823	0.524879343960076	89.2798238153318
131-037	131	20.9815	18.3765	24.9725	16.9085	2.911	1.568	1.5705	2.822	74.98500000000001	62.681	146.278	5.4115	2.784	138.73700000000002	4.479	-12.3035	1.1418305406279354	0.8411423085488657	1.2411119528085532	1.4780838748398937	1.8803644608841938	0.8356164930245114	1.7973018837627244	1.07425	115.463916952145	0.502277357528731	89.1483175343713
131-038	131	24.4495	21.777	24.981	18.9575	3.6595000000000004	1.5895000000000001	1.9295	3.581	51.810500000000005	51.810500000000005	147.108	5.6655	2.6375	161.0815	5.2485	0	1.1226805584549497	0.9785097250634838	1.2894176284810173	1.3179136309881234	2.3191631219232427	0.9325221454480637	1.8658920320108885	1.1695	116.584385399799	0.501722776991328	88.7010461450856
131-039	131	26.688000000000002	22.631999999999998	26.932	19.0235	3.734	1.6945000000000001	1.764	2.965	48.4035	48.4035	143.2355	6.4375	2.965	168.3615	5.4285	0	1.1796407617841207	0.9948017228575673	1.4030712452594802	1.4291323958609712	2.2722237267957732	0.8420642915098397	1.692097576379569	1.7336666666666667	128.326436903083	0.436568574110276	88.4177000365735
131-040	131	25.209	22.506999999999998	27.917	18.6665	2.7995	1.0995	1.7825	2.7545	60.4995	53.6145	144.8545	5.036	2.604	154.6455	3.899	-6.885	1.1201363860871596	0.9041711297736396	1.350508119417961	1.4951666067176603	2.768123460913875	0.7757965992239761	1.5447794908411345	1.0736666666666668	145.58735350904	0.363213418594011	88.2430385107266
131-041	131	25.595	22.016	25.9115	21.274500000000003	3.3754999999999997	1.9655	1.7240000000000002	2.832	75.837	56.929	144.3835	4.671	2.5229999999999997	139.78	5.340999999999999	-18.9075	1.1634631542235714	0.9880201256904708	1.20309078835475	1.2178090692671748	1.722884713317577	1.1425511081609863	1.6512552565095284	1.29675	105.099845270077	0.498425237688259	84.3935665625459
131-042	131	26.3645	22.697499999999998	27.6685	21.8805	3.6630000000000003	1.8065	1.7625	3.5075	64.84649999999999	59.239	147.39	5.987	3.1005000000000003	147.7635	5.470000000000001	-5.608	1.1616157050050042	0.9533270663302262	1.205173729871631	1.2643847394240684	2.0558302967204583	0.9273724891932276	1.9950231070031994	1.5345	137.645759265072	0.368782152071833	90.977100817578
131-043	131	25.455	24.005000000000003	27.310000000000002	20.014499999999998	3.216	1.8715000000000002	1.928	3.2425	78.59800000000001	49.301	148.0605	4.8175	2.3325	133.3425	5.0875	-29.2965	1.06040746278615	0.9320863035010114	1.2718049652118002	1.3644768340939373	1.7636751060240556	1.0572478080073333	1.6816572818111897	1.07275	141.306172692229	0.390863061398116	85.9382271862199
131-044	131	25.721	22.555500000000002	29.6225	21.756500000000003	3.1485000000000003	1.7414999999999998	1.6695	2.9345	53.579499999999996	48.6515	148.562	4.678	2.6925	157.8595	4.8895	-4.928	1.1403551174898388	0.8683596661649398	1.1821928841558913	1.3616094597190036	1.8663715536884515	1.0599959387067037	1.7576103102104665	1.2693333333333334	133.774323245388	0.414029435142456	87.8280449514508
131-045	131	26.316	24.1715	27.5655	21.298000000000002	2.268	1.9140000000000001	1.6095000000000002	3.089	51.0875	39.786	156.85399999999998	5.508	2.784	152.05900000000003	4.182	-11.3015	1.0886505051360524	0.9546259155342245	1.2357958710192842	1.294439033856511	1.2502670694039146	0.7610775597086898	1.923705049880133	1.5665	128.967146092115	0.418975777675727	89.2167841644653
132-001	132	27.3985	23.9765	27.6755	21.341	3.311	1.0205	2.057	3.1185	43.417500000000004	27.7735	154.388	4.462	2.9895	162.1945	4.3315	-15.644	1.142645342459624	0.9899667088247021	1.2837767153026558	1.2967823924202764	3.246548371788295	0.9714709243253148	1.5162845879694842	1.17825	130.337163815421	0.424170584229327	85.2858981259059
132-002	132	26.319499999999998	24.014499999999998	26.425	20.892	3.1155	1.9205	1.988	3.02	47.385	43.951	156.378	5.6129999999999995	2.7009999999999996	156.23649999999998	5.035	-3.4345	1.0959542138823268	0.9960499023547167	1.2605380683785565	1.2661422329805514	1.6260695990807363	0.8973838157140942	1.5222694029519968	1.1893333333333334	110.50653382367	0.535764512401408	86.6149101556731
132-003	132	27.7955	25.299500000000002	23.4715	21.0995	2.7265	2.0484999999999998	2.1675	3.1745	45.620999999999995	40.8495	158.8775	5.015499999999999	2.4314999999999998	155.501	4.775	-4.7715	1.0986179391756639	1.1841832005959525	1.3173476785908178	1.1124724495879659	1.3367717639243457	0.9556189382205267	1.4639165743816906	1.3365	127.605067960171	0.43812892313661	88.4890339901155
132-004	132	29.061999999999998	27.0985	31.492	22.6935	3.48	1.8835	1.8820000000000001	2.66	76.065	63.057500000000005	139.958	6.6335	2.981	143.97699999999998	5.3629999999999995	-13.0075	1.072432459907375	0.9228747386904115	1.2805911378718196	1.3877322547607285	1.9511545754662714	0.8084761807366501	1.4171003467462622	0.7615000000000001	102.751995834323	0.47799073488138	77.0164218303664
132-005	132	24.628500000000003	21.9925	26.0515	21.543	3.472	1.3900000000000001	1.654	2.9705	75.68950000000001	43.820499999999996	141.1275	4.327999999999999	2.5885	143.1825	4.8614999999999995	-31.869500000000002	1.1199208357475396	0.9456003347101329	1.1432629662912608	1.2093624645716017	2.539990468212328	1.1268079741785244	1.7967251359661052	1.5935000000000001	109.312211656126	0.527640496513985	89.431549398701
132-006	132	32.4005	27.1485	31.0135	23.261499999999998	4.017	2.0985	2.089	3.4185	55.588	55.588	151.88299999999998	6.718999999999999	3.065	152.53	6.1155	0	1.1936517317073296	1.0448798778313892	1.3928938553426793	1.333282408350879	1.9887298722793776	0.9100765533423616	1.6417547614927934	1.47475	130.825819880461	0.423347669724374	87.4234584421801
132-007	132	29.814500000000002	27.8315	29.244999999999997	23.930500000000002	5.3629999999999995	1.948	1.9245	3.705	72.417	58.785	142.1655	6.496	3.061	145.418	7.311	-13.631499999999999	1.0712367708692825	1.0197152152294624	1.24667875929865	1.222435482542664	2.8024234896362943	1.1274900823960983	1.9621178255169744	1.04275	116.130462888011	0.458965988391239	78.1173388161407
132-008	132	27.194499999999998	23.557499999999997	30.657	23.1695	4.298	1.3199999999999998	2.1575	3.491	51.6035	30.131	156.539	5.728	2.9429999999999996	151.858	5.6185	-21.4725	1.1540928619210915	0.8871529657411287	1.173862253878782	1.3231777175900565	3.253996169279504	0.9802104493346739	1.616079496557659	1.4185	136.546004563985	0.338792906099605	71.780468080986
132-009	132	27.4235	24.377499999999998	25.334	20.5345	3.2880000000000003	2.127	2.273	3.481	76.27850000000001	50.897	150.506	5.455500000000001	2.8920000000000003	133.2155	5.415	-25.381999999999998	1.1249380299118799	1.0825057551528663	1.3360225894036983	1.2342804024478258	1.5707228926521086	1.0054495672142731	1.5317152072233924	1.3625	120.655080901749	0.46317227277803	88.3784952199984
132-010	132	27.8415	24.869	28.9545	22.6495	4.6265	1.9195000000000002	2.124	3.5655	46.826499999999996	46.826499999999996	148.63850000000002	6.766500000000001	3.1345	164.536	6.546	0	1.1195472924940995	0.9615726272482961	1.2296124532419292	1.2789753990033472	2.4751408392418677	0.9684241325241157	1.6843022381618002	1.0055	135.860471011036	0.350107115596838	76.8363944871992
132-011	132	26.889499999999998	22.354	31.543	23.579500000000003	5.705500000000001	2.1310000000000002	2.8114999999999997	4.24	81.5575	40.4775	130.5135	7.699	3.533	147.92950000000002	7.836	-41.08	1.2027264897674148	0.8524401838009128	1.1402445060089414	1.3375834932444854	2.70595577149529	1.019845972484628	1.50087557053901	1.0807499999999999	174.930015217958	0.202242238160889	60.1521877351212
132-012	132	30.204	26.106	35.004	25.526	6.112	1.327	2.481	5.218	96.673	46.731	131.904	6.874	3.709	131.422	7.439	-49.942	1.1569754079521948	0.8628728145354817	1.1832641228551282	1.371307686280655	4.605877920120573	1.0821937736398022	2.1031841999193874	1.536	153.986932449296	0.272876550526051	70.79702013184
132-013	132	27.551000000000002	22.822000000000003	34.164	23.7105	6.135	1.7400000000000002	3.0235000000000003	4.618	30.499000000000002	30.499000000000002	151.1805	7.7065	3.597	178.32	7.875500000000001	0	1.2071571637136338	0.8063836848312527	1.1621648955665718	1.4410377815119522	3.6071329940426873	1.0263517123730552	1.5281427397358693	1.27875	142.542556696917	0.302411179576642	72.8547407909111
132-014	132	26.789	21.6675	29.465	23.5655	5.13	2.0244999999999997	3.5620000000000003	5.46	44.7635	29.224	153.706	8.560500000000001	4.4885	161.53	7.154	-15.5395	1.2360830614675573	0.9110503411106328	1.1371410623869953	1.249131794452828	2.839338062532481	0.8439502995656134	1.550635424137114	1.1935	130.088537629409	0.328072042191781	65.7960015317171
132-015	132	20.5445	18.3265	20.3675	17.813499999999998	NA	NA	2.237	2.8609999999999998	NA	NA	NA	NA	2.6155	NA	NA	NA	1.1203449233514982	1.007648960873956	1.1532186966508717	1.1450515195123223	NA	NA	1.2792555201293991	0.9850000000000001	133.206148704038	0.354448465401834	78.3467248212785
132-016	132	26.5965	21.6505	29.0175	23.569499999999998	5.492	1.5979999999999999	2.4425	3.8215000000000003	26.2765	26.2765	147.984	8.1985	3.327	185.7395	7.089499999999999	0	1.2291684765349364	0.9168327480819705	1.1290660070737228	1.2313813952588393	3.5622838878039382	0.8665575190613871	1.5687491772316835	1.13875	132.793669217705	0.40363334137933	83.8874362199739
132-017	132	28.628500000000003	25.4525	30.2805	24.9655	5.1825	1.8054999999999999	2.262	3.022	72.4355	34.7545	137.89600000000002	6.5135000000000005	2.9415	149.6685	6.9879999999999995	-37.681	1.1248936795761213	0.9456201292224293	1.1467482806263611	1.2128264547905119	2.9065364186256932	1.0775372697320018	1.4261444077394996	1.115	132.11158471125	0.362291901861245	71.7886045381057
132-018	132	27.065	22.102	35.577	23.845	5.714	2.323	3.475	5.829	61.64	35.035	155.007	8.356	3.448	143.353	8.038	-26.606	1.2245498144964257	0.7607443010934031	1.1350387921996226	1.4920109037534075	2.459750322858373	0.9619435136428914	1.6774100719424458	0.8859999999999999	140.419092079396	0.323212036254013	69.7521623759338
132-019	132	25.325	22.843	30.186	21.632	6.05	1.204	2.888	4.234	53.824	29.891	143.732	6.359	2.986	162.444	7.254	-23.933	1.1086547301142582	0.8389650831511296	1.1707193047337277	1.3954326923076923	5.024916943521594	1.1407454002201602	1.4660664819944598	0.764	126.903885849033	0.260241362168459	58.9690698063798
132-020	132	26.700499999999998	21.352	28.932000000000002	24.5485	7.269	1.067	2.7504999999999997	4.125	51.292	20.511	153.07	7.018000000000001	4.0555	155.638	8.336	-30.781	1.2504211710822442	0.9237939562173277	1.0877444589665977	1.1787685294771557	6.899818401937046	1.1877227438355362	1.4915799890069954	1.1905	130.231264071592	0.3013291463406	70.144562796405
132-021	132	26.0595	21.127499999999998	27.116999999999997	22.454	5.3535	2.4555	3.056	3.9035	84.3895	53.7765	133.3965	7.385	2.9975	142.214	7.808999999999999	-30.613	1.233375491480996	0.9615911634451755	1.1605961538022025	1.208331912850472	2.1908651496389346	1.0585313323919119	1.2776872256047913	1.18675	170.313710718157	0.230185559123755	71.7250924317854
132-022	132	25.7215	20.85	26.366500000000002	21.679499999999997	4.5975	2.106	2.5145	3.637	70.25200000000001	50.1455	142.22	7.1025	3.7824999999999998	147.52800000000002	6.704	-20.1065	1.2392440430749962	0.9755100130610053	1.187198602188832	1.2182840238237653	2.181075706194307	0.9443444224290283	1.4469391373450415	1.1733333333333333	180.315199891275	0.167348763915932	62.9215327630218
132-023	132	24.739	20.689	29.1935	21.1465	4.601	2.6275	2.9645	4.8585	48.831999999999994	29.835	156.4875	9.102	3.3975	154.68099999999998	7.2285	-18.997	1.1957685266201525	0.8475071529201881	1.1698761577765788	1.380439689743855	1.8189185711435598	0.8034483198263557	1.6402570250126083	0.891	194.140286987667	0.188051851981071	76.4923092500487
132-024	132	26.034	21.958	28.291	22.6865	5.131	2.0300000000000002	2.4930000000000003	4.214499999999999	53.4755	24.12	154.793	7.3715	2.9835000000000003	151.73250000000002	7.160500000000001	-29.355	1.186362124761558	0.924510981166015	1.148236435619871	1.2500527300304682	2.560499482004919	0.9800436421969078	1.6998579161170817	0.8915	144.898939065235	0.290394108332946	66.5354615553826
132-025	132	21.6595	19.25	25.597	17.9775	4.198	1.9580000000000002	2.5780000000000003	4.2905	54.704	38.759	132.992	6.1705	3.004	172.304	6.1555	-15.945	1.1266803112527435	0.8484487287786056	1.2052666202754434	1.422649393655993	2.6798927737850393	0.999661318609016	1.6631968206877623	0.94375	176.56553617238	0.236910291164709	81.6770257982713
132-026	132	24.665	19.6985	29.4155	24.8335	6.2844999999999995	1.937	2.819	4.2675	72.515	29.9065	146.6485	7.7175	3.4475	140.836	8.221499999999999	-42.609	1.252133748806882	0.8385227617216084	0.9932292019420226	1.184499783936417	3.2844137138943	1.0718716323816302	1.5331384445044818	1.24325	170.615380893614	0.18123557882887	60.4325108320934
132-027	132	27.684	24.109	29.7265	23.887	4.3685	1.8650000000000002	2.281	3.3875	89.798	45.464	142.144	5.426	2.7655	128.058	6.233499999999999	-44.3345	1.1491423959119922	0.9313069115773981	1.1589901872177744	1.244533869126742	2.440659319146109	1.1509045119090957	1.4915601117480266	1.095	126.010377457833	0.391001442786997	78.2282658405582
132-028	132	27.921	23.228	28.463	25.2685	4.876	1.862	2.7625	4.704	59.007	41.4985	142.97	8.2365	2.9925	158.0235	6.737500000000001	-17.508	1.2019498983732517	0.9815125327377333	1.1059523154901687	1.1266860652360313	2.68771073006143	0.8182816885114665	1.703728662218002	1.40675	167.058838431752	0.207693913768105	66.5797057896777
132-029	132	26.6045	22.1725	29.836	24.732	4.919499999999999	2.4234999999999998	3.2895	4.479	56.5535	35.0875	146.2025	7.5715	3.4989999999999997	157.244	7.343	-21.466	1.2000182519354985	0.8917402264113324	1.0761497579774963	1.2066249015324475	2.0457663220453552	0.9697908566008245	1.3614616617849378	0.942	150.508638074966	0.303472145052638	73.3619749807609
132-030	132	27.333	23.1255	29.4395	21.9495	5.316000000000001	2.5975	3.123	4.9985	68.719	52.9425	144.9795	7.894	3.21	146.3015	7.9135	-15.7765	1.1820331276300378	0.9290178954159296	1.2456026166566947	1.3411470821670397	2.048434318530421	1.002376663593902	1.6110928864912983	1.24375	117.276428944818	0.423458248059204	77.8430534902733
132-031	132	29.4835	24.741500000000002	29.317	22.275	4.050000000000001	2.28	2.7215	4.071	39.461	34.698	155.8065	7.983499999999999	3.985	164.73250000000002	6.330500000000001	-4.7635	1.1916608333770649	1.0060343948650696	1.3236356820240347	1.316230476978008	1.7720478003761726	0.7984344835531936	1.4987300675284143	1.697	127.023483887942	0.406012884121026	80.1073751089485
132-032	132	24.881500000000003	21.141	26.1995	17.869	3.5105000000000004	1.6840000000000002	2.153	3.29	24.6175	24.6175	155.58499999999998	5.434	3.5149999999999997	179.798	5.195	0	1.1769176372681711	0.9496815732087918	1.3925774975144294	1.4664580191178582	2.1502827235118604	0.95679012345679	1.5366119968236518	1.038	130.09021389078	0.428010202859507	87.007450109225
132-033	132	29.264	26.891	35.614	25.501	6.847	2.137	3.427	5.7	84.085	51.712	134.567	7.906	3.86	141.348	8.983	-32.373	1.088245137778439	0.8216993317234795	1.1475628406729148	1.3965726834241792	3.2040243331773515	1.136225651403997	1.66326232856726	0.8935	131.729179371044	0.325216436071	66.8395709652548
132-034	132	25.4925	22.215	31.070500000000003	19.2975	2.9635	3.128	2.3345000000000002	3.8535	45.638000000000005	45.638000000000005	153.079	6.289	3.151	161.28300000000002	6.0920000000000005	0	1.1466702791071846	0.8204851795460921	1.3212156214339665	1.61542504659965	0.9343267766919113	0.9738958137111482	1.649309105684017	1.6212499999999999	125.418579250789	0.452766004084288	89.5549677682451
132-035	132	26.6035	23.046	32.869	22.7055	5.2765	2.598	3.2215	5.1325	75.2525	37.810500000000005	142.362	8.3125	3.845	142.38549999999998	7.874499999999999	-37.441500000000005	1.1543948662486043	0.809382242808764	1.1717607946380282	1.4477404321679395	2.1045181269979656	0.9506720045463044	1.6013661896645157	1.14375	174.446068557055	0.192001929462077	64.770662307276
132-036	132	26.101	23.945999999999998	32.711	22.076	3.355	1.754	1.8014999999999999	3.4585	53.9945	53.9945	149.4225	5.673	3.2295	156.583	5.109	0	1.1952101840827913	0.862045049210648	1.2387755102040816	1.4797955799194198	1.9828924441628386	0.9009770110278146	1.9194214099338995	1.2243333333333333	143.617450784234	0.356586672134811	82.0924308743207
