pop	ID	floral_tube_length	crease_to_top_height	crease_to_bottom_height	tube_height_at_base	tube_height_at_inflection	mouth_angle	platform_angle	upper_petal_angle	tube_width_at_mouth	tube_width_at_base	lower_petal_angle	tube_height_at_mouth	mouth_constriction_angle
132	132-053A	20.968	3.601	1.816	1.936	2.892	44.408	44.408	153.531	5.669	3.374	162.061	5.416	0
132	132-053B	18.92	3.693	1.379	1.558	3.161	67.032	37.412	146.248	4.599	3.273	146.72	5.072	-29.62
132	132-032A	18.129	3.119	1.901	1.926	3.115	28.829	28.829	149.523	5.522	3.589	181.649	5.02	0
132	132-032B	17.609	3.902	1.467	2.38	3.465	20.406	20.406	161.647	5.346	3.441	177.947	5.37	0
132	132-038A	20.398	3.865	1.69	1.784	3.032	54.604	54.604	149.056	6.054	3.452	156.34	5.555	0
132	132-038B	20.766	3.657	1.67	1.835	3.295	48.414	48.414	150.801	5.791	3.523	160.785	5.327	0
132	132-011A	23.69	5.373	2.297	3.017	4.826	85.03	43.707	132.742	7.972	3.561	142.228	7.669	-41.323
132	132-011B	23.469	6.038	1.965	2.606	3.654	78.085	37.248	128.285	7.426	3.505	153.631	8.003	-40.837
132	132-048A	18.924	3.543	1.712	2.237	3.399	34.333	34.333	157.286	5.773	2.778	168.382	5.255	0
132	132-048B	20.336	4.282	2.207	2.212	3.71	34.359	34.359	153.771	6.007	2.889	171.87	6.488	0
132	132-029A	25.153	4.912	2.635	3.36	4.597	61.111	41.353	141.509	7.773	3.735	157.38	7.547	-19.758
132	132-029B	24.311	4.927	2.212	3.219	4.361	51.996	28.822	150.896	7.37	3.263	157.108	7.139	-23.174
132	132-050A	21.708	3.798	2.437	2.054	3.349	54.912	54.912	142.464	6.07	3.367	162.624	6.235	0
132	132-050B	22.046	3.74	1.995	2.486	3.754	46.48	46.48	147.613	6.514	3.11	165.907	5.735	0
132	132-013A	23.541	6.045	1.989	2.919	4.526	30.922	30.922	147.944	7.272	3.271	181.133	8.034	0
132	132-013B	23.88	6.225	1.491	3.128	4.71	30.076	30.076	154.417	8.141	3.923	175.507	7.717	0
132	132-027A	24.027	4.121	2.192	2.459	3.464	91.392	42.648	143.616	5.694	2.776	124.992	6.313	-48.745
132	132-027B	23.747	4.616	1.538	2.103	3.311	88.204	48.28	140.672	5.158	2.755	131.124	6.154	-39.924
132	132-028A	24.208	5.086	2.202	2.713	4.762	65.657	46.849	131.194	8.204	2.938	163.15	7.288	-18.807
132	132-028B	26.329	4.666	1.522	2.812	4.646	52.357	36.148	154.746	8.269	3.047	152.897	6.187	-16.209
132	132-026A	24.48	5.844	1.646	3.249	4.57	72.506	29.028	148.779	8.07	2.945	138.715	7.49	-43.478
132	132-026B	25.187	6.725	2.228	2.389	3.965	72.524	30.785	144.518	7.365	3.95	142.957	8.953	-41.74
132	132-015A	18.997	NA	NA	2.406	3.068	NA	NA	NA	NA	2.558	NA	NA	NA
132	132-015B	16.63	NA	NA	2.068	2.654	NA	NA	NA	NA	2.673	NA	NA	NA
132	132-035A	22.529	5.794	2.22	3.099	5.628	81.409	35.991	144.605	7.886	3.681	133.986	8.014	-45.417
132	132-035B	22.882	4.759	2.976	3.344	4.637	69.096	39.63	140.119	8.739	4.009	150.785	7.735	-29.466
132	132-044A	18.916	3.285	1.386	1.831	2.742	46.014	46.014	152.649	4.904	2.373	161.338	4.671	0
132	132-044B	20.553	3.686	1.375	2.147	2.936	54.294	44.022	147.818	4.81	2.466	157.888	5.06	-10.272
132	132-025A	18.448	4.821	1.191	2.737	4.6	54.704	38.759	132.992	6.39	3.017	172.304	6.012	-15.945
132	132-025B	17.507	3.575	2.725	2.419	3.981	NA	NA	NA	5.951	2.991	NA	6.299	NA
132	132-003A	20.852	2.733	1.916	2.193	3.336	55.62	46.077	158.968	4.636	2.211	145.412	4.649	-9.543
132	132-003B	21.347	2.72	2.181	2.142	3.013	35.622	35.622	158.787	5.395	2.652	165.59	4.901	0
132	132-005A	21.608	3.392	1.554	1.717	3.05	76.646	47.534	142.743	4.12	2.486	140.611	4.946	-29.112
132	132-005B	21.478	3.552	1.226	1.591	2.891	74.733	40.107	139.512	4.536	2.691	145.754	4.777	-34.627
132	132-009A	20.189	3.364	2.42	2.306	3.491	71.399	53.476	149.333	4.995	2.95	139.268	5.784	-17.923
132	132-009B	20.88	3.212	1.834	2.24	3.471	81.158	48.318	151.679	5.916	2.834	127.163	5.046	-32.841
132	132-030A	21.751	5.514	2.554	3.34	4.874	55.387	42.965	148.304	7.96	3.255	156.309	8.068	-12.422
132	132-030B	22.148	5.118	2.641	2.906	5.123	82.051	62.92	141.655	7.828	3.165	136.294	7.759	-19.131
132	132-040A	23.756	4.609	1.022	2.672	3.559	30.195	30.195	146.321	5.535	3.648	183.485	5.631	0
132	132-040B	24.844	4.277	1.174	2.464	3.82	51.943	30.141	151.276	6.103	3.341	156.782	5.451	-21.801
132	132-023A	21.345	5.266	2.271	2.899	4.934	40.102	24.312	160.15	8.297	3.576	159.749	7.537	-15.79
132	132-023B	20.948	3.936	2.984	3.03	4.783	57.562	35.358	152.825	9.907	3.219	149.613	6.92	-22.204
132	132-016A	24.255	5.703	1.929	2.341	3.907	24.667	24.667	147.406	8.022	3.572	187.927	7.632	0
132	132-016B	22.884	5.281	1.267	2.544	3.736	27.886	27.886	148.562	8.375	3.082	183.552	6.547	0
132	132-022A	22.589	5.253	2.12	2.439	3.572	76.138	58.41	132.611	7.07	3.965	151.251	7.374	-17.728
132	132-022B	20.77	3.942	2.092	2.59	3.702	64.366	41.881	151.829	7.135	3.6	143.805	6.034	-22.485
133	133-024A	20.82	4.986	1.84	2.663	4.001	65.074	32.271	150.68	7.102	3.301	144.246	6.825	-32.803
133	133-024B	21.764	4.622	1.51	2.09	3.629	54.895	30.531	143.194	6.504	3.255	161.912	6.132	-24.364
133	133-009A	22.526	4.055	1.447	2.074	4.003	59.32	50.865	138.155	6.354	2.975	162.526	5.502	-8.455
133	133-009B	22.43	3.902	1.521	2.155	3.314	56.394	46.935	142.527	6.391	3.043	161.078	5.424	-9.459
133	133-018A	20.767	4.649	0.966	1.969	3.375	69.615	24.961	151.875	5.67	2.605	138.509	5.614	-44.654
133	133-018B	20.62	4.543	0.836	2.019	2.982	61.546	29.67	145.738	5.715	2.529	152.716	5.379	-31.876
133	133-030A	22.537	4.757	1.585	2.437	4.393	67.475	32.816	148.634	6.574	3.347	143.891	6.342	-34.658
133	133-030B	23.411	5.413	1.145	2.057	4.238	74.544	46.804	138.628	6.492	3.358	146.828	6.558	-27.74
133	133-015A	21.122	3.253	2.36	2.261	3.058	59.319	59.319	148.125	5.946	3.045	152.556	5.613	0
133	133-015B	21.916	4.084	2.135	1.851	2.788	60.014	50.959	146.338	5.834	2.789	153.649	6.219	-9.055
133	133-019A	19.571	3.231	2.417	1.939	3.339	59.545	59.545	149.091	6.722	3.444	151.364	5.647	0
133	133-019B	19.213	3.23	2.265	2.496	3.558	56.3	56.3	148.032	6.226	3.372	155.669	5.495	0
133	133-001A	21.76	3.985	1.077	2.367	2.514	85.676	49.167	143.995	4.671	2.854	130.329	5.061	-36.509
133	133-001B	21.365	2.767	2.229	2.356	2.859	97.41	55.35	141.138	5.109	2.944	121.452	4.996	-42.06
133	133-002A	23.426	4.449	2.152	2.423	3.592	65.637	57.421	146.622	5.496	3.068	147.742	6.601	-8.215
133	133-002B	21.828	3.964	1.512	1.952	2.807	72.354	46.799	140.551	5.134	2.786	147.095	5.476	-25.556
133	133-003A	21.639	4.411	1.446	2.609	4.011	39.111	28.745	157.916	5.998	3.437	162.974	5.858	-10.366
133	133-003B	20.779	4.391	1.541	1.927	3.69	35.445	25.131	156.37	5.991	2.918	168.185	5.932	-10.314
133	133-020A	21.56	4.315	1.367	2.098	3.405	48.257	31.405	145.322	5.783	3.079	166.422	5.682	-16.852
133	133-020B	22.85	3.189	1.967	2.057	3.039	74.775	62.29	141.085	5.754	3.227	144.14	5.156	-12.485
133	133-037A	19.282	3.961	2.088	2.524	3.736	38.121	38.121	148.362	6.904	3.571	173.517	6.05	0
133	133-037B	19.193	3.446	2.391	2.439	3.425	61.121	61.121	149.678	6.596	3.453	149.201	5.837	0
133	133-007A	20.122	3.251	1.597	2.31	2.83	31.178	31.178	159.109	5.955	3.252	169.713	4.848	0
133	133-007B	20.349	2.42	1.74	2.711	3.199	72.203	52.306	152.093	6.593	3.282	135.704	4.16	-19.898
133	133-008A	21.837	4.336	1.252	1.951	3.293	56.521	33.542	145.94	5.392	3.166	157.539	5.587	-22.98
133	133-008B	21.531	3.791	1.072	2.279	3.131	57.857	38.603	143.294	5.527	3.153	158.848	4.863	-19.254
133	133-017A	22.625	4.426	1.628	2.403	3.366	74.441	44.336	133.925	6.801	3.231	151.634	6.054	-30.105
133	133-017B	23.697	4.102	1.44	1.881	2.973	80.719	40.917	141.403	NA	NA	137.878	5.542	-39.802
133	133-021A	23.578	3.89	1.894	2.427	3.282	71.075	50.389	141.055	5.997	2.707	147.87	5.784	-20.686
133	133-021B	22.889	4.199	1.855	2.141	3.742	73.501	45.788	139.672	6.965	3.347	146.827	6.053	-27.713
133	133-029A	20.594	2.803	2.325	2.666	3.248	56.002	56.002	151.292	5.069	3.408	152.706	5.127	0
133	133-029B	21.021	3.317	1.762	2.316	2.721	66.526	66.526	144.698	5.375	3.649	148.776	5.079	0
133	133-016A	20.451	3.282	1.491	2.217	2.727	89.022	51.948	136.821	4.345	2.813	134.157	4.773	-37.074
133	133-016B	18.943	2.633	1.146	1.94	2.589	84.122	38.234	144.291	4.14	3.001	131.588	3.778	-45.888
133	133-004A	22.2	3.14	1.395	2.203	2.722	57.05	36.151	149.828	6.26	2.534	153.122	4.536	-20.9
133	133-004B	21.465	2.665	2.317	2.167	3.203	54.992	54.992	155.163	6.141	2.811	149.846	4.983	0
133	133-006A	20.643	3.604	1.422	2.089	2.807	64.007	40.661	151.814	4.883	2.423	144.179	5.025	-23.346
133	133-006B	20.906	3.399	1.625	1.855	2.661	75.881	51.594	143.184	4.99	2.622	140.935	5.024	-24.287
133	133-035A	18.298	3.59	2.118	2.663	3.345	48.814	48.814	151.997	5.534	3.164	159.189	5.708	0
133	133-035B	20.172	3.773	3.132	2.878	4.077	42.298	42.298	145.233	7.436	2.833	172.469	6.905	0
133	133-038A	19.248	4.13	1.118	1.984	2.983	60.893	43.769	138.854	4.454	2.823	160.253	5.248	-17.124
133	133-038B	20.244	3.695	1.772	2.658	3.467	61.459	30.834	158.086	5.391	3.099	140.455	5.467	-30.625
133	133-036A	20.334	3.846	2.533	2.66	3.08	51.703	51.703	149.884	6.268	2.754	158.413	6.378	0
133	133-036B	18.509	4.318	1.537	2.081	2.754	67.128	38.246	144.934	6.703	3.053	147.938	5.855	-28.882
133	133-034A	20.191	3.947	2.124	2.139	3.018	67.826	67.826	137.311	5.662	3.63	154.862	6.071	0
133	133-034B	19.679	3.874	1.813	2.329	3.223	62.622	45.436	147.394	5.885	3.531	149.983	5.687	-17.187
133	133-011A	17.623	3.772	1.496	2.053	2.718	64.618	44.581	147.034	4.646	2.852	148.349	5.267	-20.037
133	133-011B	17.269	3.111	1.711	1.8	2.706	42.896	42.896	154.637	4.711	3.056	162.468	4.822	0
133	133-039A	20.047	3.582	1.583	2.253	2.541	46.485	46.485	147.851	6.693	3.218	165.664	5.165	0
133	133-039B	20.115	3.345	1.978	2.014	2.818	65.332	43.462	159.367	5.624	2.935	135.301	5.323	-21.87
133	133-005A	20.779	3.36	2.103	1.875	2.601	48.479	48.479	152.394	6.152	2.662	159.127	5.463	0
133	133-005B	20.672	2.959	2.146	1.893	2.597	23.494	23.494	168.846	5.525	2.444	167.661	5.105	0
133	133-023A	17.093	3.113	1.545	2.296	3.693	35.897	35.897	160.878	4.644	2.867	163.225	4.658	0
133	133-023B	18.459	3.4	1.327	1.898	3.004	48.815	36.052	156.137	4.471	2.93	155.048	4.728	-12.763
133	133-022A	19.357	2.987	1.827	1.846	2.759	47.067	47.067	154.518	4.957	2.788	158.416	4.814	0
133	133-022B	18.842	2.89	2.141	1.95	3.135	37.197	37.197	161.793	5.623	3.114	161.01	5.031	0
133	133-010A	20.284	4.551	1.886	2.273	3.486	51.174	51.174	155.42	5.397	2.778	153.406	6.437	0
133	133-010B	20.523	4.441	1.658	2.357	3.757	63.405	44.036	146.784	5.573	2.89	149.811	6.098	-19.368
133	133-028A	21.257	2.785	2.269	2.106	2.646	86.295	64.261	147.126	5.006	2.925	126.579	5.053	-22.034
133	133-028B	21.164	2.683	2.184	2.206	2.562	39.816	39.816	142.705	5.659	3.029	177.479	4.867	0
133	133-032A	19.59	4.129	1.587	2.061	3.748	42.84	32.056	148.61	6.12	2.942	168.551	5.716	-10.783
133	133-032B	20.269	4.395	1.837	2.542	3.926	35.803	35.803	150.771	6.437	3.609	173.426	6.232	0
133	133-014A	22.912	5.019	1.673	2.384	4.079	71.658	54.518	138.221	6.392	3.12	150.121	6.692	-17.14
133	133-014B	22.527	4.364	1.563	1.765	3.318	76.456	58.188	132.631	6.48	2.885	150.913	5.927	-18.267
133	133-012A	23.969	5.154	2.665	2.815	4.934	45.982	45.982	152.466	8.691	3.476	161.552	7.818	0
133	133-012B	22.994	4.929	2.464	2.327	4.163	40.06	40.06	151.271	7.432	3.383	168.67	7.393	0
133	133-040A	17.149	3.841	1.226	2.086	3.273	37.814	27.345	155.219	5.142	2.615	166.968	5.067	-10.468
133	133-040B	17.842	3.833	1.409	2.069	3.597	48.652	26.565	153.435	4.932	2.737	157.913	5.241	-22.087
133	133-025A	19.293	3.458	1.715	2.45	3.307	56.952	42.654	154.044	5.405	2.853	149.004	5.174	-14.298
133	133-025B	18.6	3.081	1.643	2.442	3.263	33.72	33.72	160.605	5.291	3.619	165.675	4.724	0
133	133-027A	16.734	3.214	1.937	2.3	2.987	52.97	52.97	148.376	4.916	2.791	158.654	5.152	0
133	133-027B	18.403	3.672	1.481	2.106	2.665	48.964	48.964	153.26	5.794	2.753	157.776	5.153	0
133	133-033A	22.529	4.277	1.854	2.374	3.678	53.13	45.644	151.798	5.594	3.745	155.072	6.131	-7.486
133	133-033B	23.089	3.475	2.072	1.848	3.247	46.675	46.675	156.075	5.724	3.365	157.249	5.546	0
133	133-026A	20.725	4.524	1.326	2.982	3.894	108.705	60.576	125.204	6.223	3.54	126.091	5.85	-48.129
133	133-026B	18.541	3.796	2.168	3.661	4.344	84.171	84.171	132.435	6.704	3.208	143.395	5.963	0
133	133-031A	20.218	2.925	1.814	2.298	4.144	60.255	38.204	150.709	5.435	3.409	149.036	4.74	-22.051
133	133-031B	21.207	3.405	1.677	2.139	3.817	65.06	48.221	148.712	5.68	3.683	146.228	5.081	-16.839
135	135-038A	19.969	3.964	1.684	1.644	3.93	65.007	65.007	140.195	6.218	2.761	154.799	5.648	0
135	135-038B	20.97	4.023	1.501	1.822	4.087	67.846	45.922	139.705	6.346	2.689	152.45	5.524	-21.924
135	135-021A	23.934	8.29	1.368	4.051	6.309	50.365	19.133	146.17	10.502	4.404	163.465	9.658	-31.232
135	135-019A	24.682	6.924	1.709	3.661	5.727	56.242	35.623	136.53	9.047	3.946	167.228	8.633	-20.619
135	135-019B	24.557	7.028	1.26	3.657	5.162	63.783	26.791	136.12	7.673	3.483	160.097	8.288	-36.992
135	135-018A	23.41	7.725	1.465	3.937	6.834	93.537	64.55	116.028	10.174	3.049	150.435	9.189	-28.987
135	135-018B	22.445	5.76	2.671	3.809	5.894	85.273	51.49	129.046	9.658	3.188	145.681	8.431	-33.783
135	135-037A	19.475	3.803	1.3	1.868	3.646	44.777	36.586	155.42	6.326	3.357	159.803	5.103	-8.191
135	135-037B	19.103	3.445	1.395	2.004	3.677	54.097	45.148	148.523	6.181	3.349	157.38	4.839	-8.949
135	135-013A	25.941	5.259	2.148	2.661	4.301	83.753	49.138	134.37	7.321	4.083	141.877	7.406	-34.615
135	135-013B	25.01	4.27	2.028	2.834	3.768	82.245	56.184	136.878	7.253	4.168	140.877	6.298	-26.061
135	135-012A	23.235	5.83	2.45	3.52	5.088	48.061	38.346	155.643	8.189	4.609	156.296	8.28	-9.715
135	135-012B	21.505	5.991	1.718	3.163	4.973	NA	NA	NA	8.388	4.302	NA	7.709	NA
135	135-003A	21.756	6.118	2.225	2.595	4.694	65.548	41.462	133.722	5.372	3.973	160.73	8.343	-24.086
135	135-003B	21.432	5.805	1.693	2.964	4.953	67.383	36.571	133.511	6.397	3.644	159.106	7.498	-30.812
135	135-030A	22.805	4.669	1.596	2.366	3.293	71.565	41.82	134.31	6.578	3.216	154.126	6.264	-29.745
135	135-030B	22.865	5.126	1.723	2.869	4.158	84.027	48.458	131.433	6.737	3.606	144.54	6.849	-35.569
135	135-017A	23.8	5.537	2.896	3.054	5.113	40.167	40.167	144.024	8.047	3.88	175.809	8.433	0
135	135-017B	22.27	4.982	3.484	2.909	5.042	49.445	49.445	135.755	7.947	3.413	174.799	8.466	0
135	135-007A	26.88	8.071	1.076	2.878	5.114	88.051	27.773	124.33	6.984	4.181	147.619	9.147	-60.278
135	135-007B	26.75	6.962	2.103	3.026	5.242	92.785	44.499	125.195	7.014	4.163	142.02	9.065	-48.286
135	135-028A	21.547	4.292	1.731	2.283	3.297	53.511	32.033	147.108	6.449	3.666	159.382	6.023	-21.477
135	135-028B	21.078	3.084	2.498	2.137	3.205	34.015	34.015	153.385	6.39	3.106	172.599	5.582	0
135	135-033A	22.805	3.353	2.366	2.43	4.223	56.375	56.375	152.336	6.718	2.68	151.289	5.718	0
135	135-033B	23.348	2.952	2.182	2.041	3.771	38.91	38.91	155.563	5.556	2.766	165.527	5.134	0
135	135-004A	25.505	6.157	1.257	3.05	4.124	77.645	42.916	124.385	8.058	3.459	157.97	7.414	-34.729
135	135-004B	25.934	5.523	1.545	2.668	5.578	104.547	38.274	139.07	8.153	3.596	116.384	7.068	-66.272
135	135-027A	19.977	3.506	1.846	2.052	2.763	70.744	40.578	138.649	5.134	2.971	150.606	5.352	-30.166
135	135-027B	19.435	4.567	1.121	1.926	3.142	66.97	35.395	138.886	4.586	2.915	154.144	5.687	-31.575
135	135-040A	19.482	3.046	2.18	2.387	3.407	56.568	56.568	160.151	5.699	2.777	143.281	5.225	0
135	135-040B	20.396	3.283	1.336	1.936	2.957	60.611	34.165	157.099	5.855	3.082	142.29	4.619	-26.446
135	135-031A	21.052	4.4	2.591	2.384	3.627	41.546	41.546	147.004	6.566	3.573	171.45	6.991	0
135	135-031B	20.345	4.057	2.12	2.678	4.544	43.806	43.806	142.988	7.221	3.696	173.206	6.177	0
135	135-035A	18.773	2.876	2.029	2.108	3.694	61.531	61.531	142.432	5.739	3.004	156.037	4.904	0
135	135-035B	18.585	2.941	2.213	2.339	4.083	48.723	48.723	145.882	5.987	3.03	165.395	5.154	0
135	135-016A	25.292	5.662	1.939	2.279	3.724	68.866	33.223	133.091	6.795	3.072	158.043	7.601	-35.643
135	135-023A	22.515	5.605	1.701	3.506	6.203	61.227	34.139	149.855	8.571	4.455	148.919	7.305	-27.088
135	135-023B	23.691	7.442	1.887	4.203	6.314	73.73	33.631	144.789	8.641	4.557	141.481	9.329	-40.099
135	135-034A	19.681	4.185	1.7	2.09	3.836	42.887	42.887	151.629	5.679	2.968	165.484	5.885	0
135	135-034B	19.31	3.508	1.283	2.042	3.159	61.132	48.316	150.594	5.164	3.241	148.274	4.79	-12.816
135	135-010A	25.55	5.581	2.012	2.512	NA	91.972	59.898	115.424	7.687	4.39	152.604	7.593	-32.074
135	135-010B	26.607	6.559	2.181	3.751	5.698	93.096	54.462	118.627	7.704	4.204	148.277	8.74	-38.634
135	135-024A	24.309	6.213	1.464	2.948	4.082	77.995	33.123	126.51	7.184	3.619	155.495	7.677	-44.872
135	135-024B	25.173	6.234	1.704	3.46	5.201	61.47	27.703	144.229	8.155	3.334	154.301	7.938	-33.767
135	135-009A	25.372	6.699	2.195	3.453	6.137	42.322	20.724	143.654	9.259	4.214	174.024	8.894	-21.598
135	135-020A	21.448	5.922	2.74	3.146	5.121	59.739	31.903	145.235	7.592	3.136	155.026	8.661	-27.836
135	135-020B	20.875	6.632	3.16	3.374	6.008	51.162	30.488	142.496	7.993	3.834	166.342	9.792	-20.674
135	135-025A	23.492	8.835	2.81	3.814	6.344	66.651	41.608	136.563	10.303	3.603	156.786	11.645	-25.043
135	135-025B	24.835	7.517	4.98	4.409	6.507	17.746	17.746	162.962	10.979	3.7	179.292	12.497	0
135	135-001A	21.706	5.111	2.098	3.677	4.751	91.578	46.874	134.208	10.322	3.357	134.214	7.209	-44.704
135	135-001B	21.171	5.093	3.978	3.622	NA	74.979	45.855	137.767	8.584	3.231	147.254	9.07	-29.124
135	135-008A	29.627	7.618	1.255	2.902	6.015	66.464	26.616	133.399	9.135	3.487	160.138	8.873	-39.848
135	135-008B	28.438	6.674	1.817	2.754	6.312	67.071	40.122	133.5	7.582	3.842	159.429	8.491	-26.949
135	135-029A	18.696	3.388	1.764	2.036	2.799	84.414	84.414	121.719	5.642	2.657	153.867	5.152	0
135	135-029B	17.283	2.789	1.211	1.891	2.368	62.582	46.472	146.848	5.035	2.331	150.57	4.001	-16.11
135	135-006A	24.838	7.099	1.578	2.622	6.09	71.704	30.745	127.251	7.025	4.396	161.045	8.677	-40.96
135	135-006B	23.264	6.057	2.14	3.143	5.51	52.924	24.672	131.651	6.446	3.737	175.426	8.197	-28.252
135	135-032A	21.967	4.512	0.669	1.878	2.846	37.338	23.796	136.271	3.702	2.758	186.391	5.181	-13.542
135	135-032B	23.132	4.067	1.185	1.766	2.786	83.748	43.204	139.354	4.014	2.627	136.898	5.252	-40.544
135	135-005A	28.955	6.103	2.885	3.138	5.347	72.693	34.894	126.65	8.03	4.262	160.657	8.988	-37.799
135	135-022A	24.568	4.881	2.954	3.092	4.249	76.715	45.493	137.98	7.525	2.59	145.305	7.835	-31.222
135	135-022B	25.218	5.504	2.71	3.09	5.165	64.467	35.059	142.405	7.188	3.295	153.128	8.214	-29.408
135	135-015A	26.589	5.771	2.557	3.011	5.684	55.854	36.382	143.965	7.591	3.956	160.182	8.328	-19.472
135	135-015B	27.216	4.996	2.805	2.899	4.296	66.372	39.572	139.425	7.613	3.508	154.203	7.801	-26.8
135	135-026A	28.062	7.253	2.403	3.075	4.42	87.492	51.524	125.442	6.763	3.054	147.067	9.656	-35.968
135	135-026B	23.787	6.523	1.435	2.886	4.262	54.075	32.659	133.422	8.133	2.655	172.503	7.958	-21.416
135	135-036A	20.588	4.4	1.83	2.596	4.756	30.64	30.64	155.298	6.853	3.685	174.062	6.23	0
135	135-036B	19.529	4.278	2.281	2.083	4.356	38.993	38.993	152.981	6.528	3.336	168.026	6.558	0
135	135-039A	19.718	3.455	1.485	1.801	3.122	75.905	54.237	144.169	5.809	2.662	139.926	4.94	-21.668
135	135-039B	19.799	2.908	1.788	1.962	2.99	75.62	52.633	149.136	5.708	2.642	135.245	4.696	-22.987
135	135-014A	30.22	6.639	1.5	3.298	5.016	45.371	24.722	135.41	7.834	3.939	179.218	8.139	-20.65
135	135-014B	27.497	4.412	3.032	3.165	4.623	31.356	31.356	140.549	7.846	3.896	188.096	7.444	0
135	135-002A	26.53	5.731	2.37	3.65	4.866	62.773	26.775	136.956	7.654	3.678	160.271	8.101	-35.997
135	135-011A	26.212	4.607	1.91	3.634	5.006	65.195	40.078	130.857	9.125	3.862	163.948	6.517	-25.117
